Density,Travel Time,Frequency
0.5151515151515152,0,929
0.5151515151515152,17,1
0.5151515151515152,18,1
0.5151515151515152,19,1
0.5151515151515152,20,6
0.5151515151515152,22,2
0.5151515151515152,23,1
0.5151515151515152,25,1
0.5151515151515152,26,1
0.5151515151515152,28,1
0.5151515151515152,53,1
0.5151515151515152,56,1
0.5151515151515152,60,1
0.5151515151515152,61,1
0.5151515151515152,65,1
0.5151515151515152,4972,7
0.5151515151515152,4975,2
0.5151515151515152,4984,1
0.5151515151515152,4986,2
0.5151515151515152,4987,1
0.5151515151515152,4988,1
0.5151515151515152,4989,2
0.5151515151515152,4990,2
0.5151515151515152,4991,3
0.5151515151515152,4992,4
0.5151515151515152,4993,6
0.5151515151515152,4994,2
0.5151515151515152,4995,6
0.5151515151515152,4996,1
0.5151515151515152,4997,1
0.5151515151515152,4998,5
0.5151515151515152,4999,2
0.5151515151515152,5000,3
