Density,Travel Time,Frequency
0.5454545454545455,0,821
0.5454545454545455,3,1
0.5454545454545455,4,1
0.5454545454545455,7,6
0.5454545454545455,14,9
0.5454545454545455,17,1
0.5454545454545455,18,1
0.5454545454545455,19,5
0.5454545454545455,20,1
0.5454545454545455,21,10
0.5454545454545455,22,1
0.5454545454545455,23,1
0.5454545454545455,24,2
0.5454545454545455,25,2
0.5454545454545455,26,1
0.5454545454545455,27,1
0.5454545454545455,28,1
0.5454545454545455,30,1
0.5454545454545455,31,2
0.5454545454545455,32,1
0.5454545454545455,34,1
0.5454545454545455,35,2
0.5454545454545455,37,1
0.5454545454545455,38,2
0.5454545454545455,39,2
0.5454545454545455,40,1
0.5454545454545455,47,1
0.5454545454545455,48,1
0.5454545454545455,49,1
0.5454545454545455,50,1
0.5454545454545455,51,1
0.5454545454545455,52,1
0.5454545454545455,53,1
0.5454545454545455,54,2
0.5454545454545455,55,1
0.5454545454545455,56,1
0.5454545454545455,4957,2
0.5454545454545455,4958,9
0.5454545454545455,4960,2
0.5454545454545455,4967,1
0.5454545454545455,4976,5
0.5454545454545455,4978,1
0.5454545454545455,4980,1
0.5454545454545455,4982,8
0.5454545454545455,4983,8
0.5454545454545455,4984,2
0.5454545454545455,4985,2
0.5454545454545455,4986,3
0.5454545454545455,4987,4
0.5454545454545455,4988,2
0.5454545454545455,4989,7
0.5454545454545455,4990,1
0.5454545454545455,4991,5
0.5454545454545455,4992,2
0.5454545454545455,4993,9
0.5454545454545455,4994,3
0.5454545454545455,4995,6
0.5454545454545455,4996,5
0.5454545454545455,4997,4
0.5454545454545455,4998,7
0.5454545454545455,4999,7
0.5454545454545455,5000,5
