Density,Waiting Time,Frequency
0.16161616161616163,1,28
0.16161616161616163,2,1
0.16161616161616163,4,1
0.16161616161616163,4964,1
0.16161616161616163,4965,1
0.16161616161616163,4966,1
0.16161616161616163,4968,1
0.16161616161616163,4969,1
0.16161616161616163,4972,2
0.16161616161616163,4973,4
0.16161616161616163,4974,1
0.16161616161616163,4975,7
0.16161616161616163,4976,8
0.16161616161616163,4977,8
0.16161616161616163,4978,16
0.16161616161616163,4979,26
0.16161616161616163,4980,26
0.16161616161616163,4981,24
0.16161616161616163,4982,25
0.16161616161616163,4983,42
0.16161616161616163,4984,41
0.16161616161616163,4985,41
0.16161616161616163,4986,44
0.16161616161616163,4987,42
0.16161616161616163,4988,42
0.16161616161616163,4989,54
0.16161616161616163,4990,42
0.16161616161616163,4991,48
0.16161616161616163,4992,42
0.16161616161616163,4993,50
0.16161616161616163,4994,51
0.16161616161616163,4995,36
0.16161616161616163,4996,48
0.16161616161616163,4997,47
0.16161616161616163,4998,50
0.16161616161616163,4999,46
0.16161616161616163,5000,52
