Density,Travel Time,Frequency
0.4747474747474748,0,879
0.4747474747474748,20,2
0.4747474747474748,22,1
0.4747474747474748,23,1
0.4747474747474748,24,10
0.4747474747474748,25,1
0.4747474747474748,26,1
0.4747474747474748,27,2
0.4747474747474748,28,5
0.4747474747474748,29,2
0.4747474747474748,30,3
0.4747474747474748,31,1
0.4747474747474748,32,2
0.4747474747474748,33,3
0.4747474747474748,34,2
0.4747474747474748,35,8
0.4747474747474748,36,3
0.4747474747474748,38,4
0.4747474747474748,39,2
0.4747474747474748,40,4
0.4747474747474748,41,1
0.4747474747474748,42,1
0.4747474747474748,4970,5
0.4747474747474748,4974,4
0.4747474747474748,4980,1
0.4747474747474748,4982,2
0.4747474747474748,4983,1
0.4747474747474748,4984,1
0.4747474747474748,4985,1
0.4747474747474748,4986,1
0.4747474747474748,4987,4
0.4747474747474748,4988,2
0.4747474747474748,4989,1
0.4747474747474748,4990,1
0.4747474747474748,4991,3
0.4747474747474748,4992,4
0.4747474747474748,4993,2
0.4747474747474748,4994,4
0.4747474747474748,4995,5
0.4747474747474748,4996,4
0.4747474747474748,4997,2
0.4747474747474748,4998,5
0.4747474747474748,4999,6
0.4747474747474748,5000,3
