Density,Waiting Time,Frequency
0.6464646464646465,1,50
0.6464646464646465,2,4
0.6464646464646465,3,2
0.6464646464646465,4,3
0.6464646464646465,5,1
0.6464646464646465,6,2
0.6464646464646465,8,1
0.6464646464646465,10,2
0.6464646464646465,11,1
0.6464646464646465,12,1
0.6464646464646465,13,1
0.6464646464646465,14,1
0.6464646464646465,17,1
0.6464646464646465,18,2
0.6464646464646465,19,1
0.6464646464646465,21,2
0.6464646464646465,22,2
0.6464646464646465,24,3
0.6464646464646465,25,1
0.6464646464646465,26,2
0.6464646464646465,27,1
0.6464646464646465,28,1
0.6464646464646465,29,1
0.6464646464646465,30,1
0.6464646464646465,31,1
0.6464646464646465,4958,9
0.6464646464646465,4959,1
0.6464646464646465,4963,12
0.6464646464646465,4964,1
0.6464646464646465,4967,1
0.6464646464646465,4968,1
0.6464646464646465,4971,3
0.6464646464646465,4972,1
0.6464646464646465,4973,4
0.6464646464646465,4974,5
0.6464646464646465,4975,6
0.6464646464646465,4976,13
0.6464646464646465,4977,16
0.6464646464646465,4978,10
0.6464646464646465,4979,18
0.6464646464646465,4980,18
0.6464646464646465,4981,18
0.6464646464646465,4982,25
0.6464646464646465,4983,31
0.6464646464646465,4984,43
0.6464646464646465,4985,40
0.6464646464646465,4986,42
0.6464646464646465,4987,45
0.6464646464646465,4988,46
0.6464646464646465,4989,41
0.6464646464646465,4990,43
0.6464646464646465,4991,46
0.6464646464646465,4992,40
0.6464646464646465,4993,39
0.6464646464646465,4994,47
0.6464646464646465,4995,51
0.6464646464646465,4996,41
0.6464646464646465,4997,40
0.6464646464646465,4998,38
0.6464646464646465,4999,41
0.6464646464646465,5000,36
