Density,Travel Time,Frequency
0.3535353535353536,0,908
0.3535353535353536,38,7
0.3535353535353536,49,1
0.3535353535353536,51,1
0.3535353535353536,54,1
0.3535353535353536,57,1
0.3535353535353536,59,1
0.3535353535353536,61,1
0.3535353535353536,62,1
0.3535353535353536,65,1
0.3535353535353536,66,1
0.3535353535353536,68,1
0.3535353535353536,4967,1
0.3535353535353536,4971,1
0.3535353535353536,4978,1
0.3535353535353536,4981,1
0.3535353535353536,4982,4
0.3535353535353536,4983,1
0.3535353535353536,4984,2
0.3535353535353536,4985,4
0.3535353535353536,4986,2
0.3535353535353536,4987,4
0.3535353535353536,4988,5
0.3535353535353536,4989,3
0.3535353535353536,4990,8
0.3535353535353536,4991,1
0.3535353535353536,4992,4
0.3535353535353536,4993,6
0.3535353535353536,4994,5
0.3535353535353536,4995,5
0.3535353535353536,4996,2
0.3535353535353536,4997,2
0.3535353535353536,4998,4
0.3535353535353536,4999,5
0.3535353535353536,5000,4
