Density,Travel Time,Frequency
0.8080808080808082,0,818
0.8080808080808082,22,5
0.8080808080808082,25,3
0.8080808080808082,27,1
0.8080808080808082,28,2
0.8080808080808082,29,1
0.8080808080808082,30,4
0.8080808080808082,32,2
0.8080808080808082,33,1
0.8080808080808082,34,1
0.8080808080808082,35,2
0.8080808080808082,36,2
0.8080808080808082,37,1
0.8080808080808082,38,1
0.8080808080808082,39,2
0.8080808080808082,42,1
0.8080808080808082,43,1
0.8080808080808082,44,1
0.8080808080808082,45,1
0.8080808080808082,46,2
0.8080808080808082,47,1
0.8080808080808082,49,4
0.8080808080808082,50,1
0.8080808080808082,51,4
0.8080808080808082,53,2
0.8080808080808082,54,1
0.8080808080808082,4965,5
0.8080808080808082,4971,1
0.8080808080808082,4973,1
0.8080808080808082,4974,1
0.8080808080808082,4975,1
0.8080808080808082,4977,1
0.8080808080808082,4978,1
0.8080808080808082,4979,2
0.8080808080808082,4980,1
0.8080808080808082,4981,15
0.8080808080808082,4982,1
0.8080808080808082,4983,2
0.8080808080808082,4984,1
0.8080808080808082,4985,2
0.8080808080808082,4986,3
0.8080808080808082,4987,16
0.8080808080808082,4988,4
0.8080808080808082,4989,5
0.8080808080808082,4990,4
0.8080808080808082,4991,7
0.8080808080808082,4992,2
0.8080808080808082,4993,10
0.8080808080808082,4994,4
0.8080808080808082,4995,5
0.8080808080808082,4996,14
0.8080808080808082,4997,7
0.8080808080808082,4998,6
0.8080808080808082,4999,6
0.8080808080808082,5000,7
