Density,Waiting Time,Frequency
0.05050505050505051,1,12
0.05050505050505051,2,1
0.05050505050505051,4969,2
0.05050505050505051,4970,1
0.05050505050505051,4971,2
0.05050505050505051,4972,3
0.05050505050505051,4973,4
0.05050505050505051,4974,3
0.05050505050505051,4975,7
0.05050505050505051,4976,7
0.05050505050505051,4977,13
0.05050505050505051,4978,18
0.05050505050505051,4979,15
0.05050505050505051,4980,14
0.05050505050505051,4981,24
0.05050505050505051,4982,25
0.05050505050505051,4983,31
0.05050505050505051,4984,36
0.05050505050505051,4985,43
0.05050505050505051,4986,38
0.05050505050505051,4987,51
0.05050505050505051,4988,53
0.05050505050505051,4989,48
0.05050505050505051,4990,45
0.05050505050505051,4991,57
0.05050505050505051,4992,45
0.05050505050505051,4993,55
0.05050505050505051,4994,49
0.05050505050505051,4995,54
0.05050505050505051,4996,46
0.05050505050505051,4997,44
0.05050505050505051,4998,53
0.05050505050505051,4999,48
0.05050505050505051,5000,53
