Density,Waiting Time,Frequency
0.31313131313131315,1,35
0.31313131313131315,2,1
0.31313131313131315,4969,1
0.31313131313131315,4972,2
0.31313131313131315,4973,2
0.31313131313131315,4974,5
0.31313131313131315,4975,4
0.31313131313131315,4976,8
0.31313131313131315,4977,11
0.31313131313131315,4978,11
0.31313131313131315,4979,16
0.31313131313131315,4980,21
0.31313131313131315,4981,29
0.31313131313131315,4982,28
0.31313131313131315,4983,38
0.31313131313131315,4984,38
0.31313131313131315,4985,39
0.31313131313131315,4986,56
0.31313131313131315,4987,57
0.31313131313131315,4988,47
0.31313131313131315,4989,42
0.31313131313131315,4990,52
0.31313131313131315,4991,48
0.31313131313131315,4992,37
0.31313131313131315,4993,48
0.31313131313131315,4994,44
0.31313131313131315,4995,43
0.31313131313131315,4996,50
0.31313131313131315,4997,46
0.31313131313131315,4998,49
0.31313131313131315,4999,53
0.31313131313131315,5000,39
