Density,Travel Time,Frequency
0.19191919191919193,0,977
0.19191919191919193,38,3
0.19191919191919193,42,1
0.19191919191919193,44,1
0.19191919191919193,46,1
0.19191919191919193,47,1
0.19191919191919193,48,1
0.19191919191919193,49,1
0.19191919191919193,50,1
0.19191919191919193,51,1
0.19191919191919193,65,1
0.19191919191919193,68,1
0.19191919191919193,69,1
0.19191919191919193,4986,2
0.19191919191919193,4988,1
0.19191919191919193,4989,1
0.19191919191919193,4990,1
0.19191919191919193,4993,1
0.19191919191919193,4995,1
0.19191919191919193,5000,2
