Density,Travel Time,Frequency
0.26262626262626265,0,927
0.26262626262626265,4975,1
0.26262626262626265,4978,1
0.26262626262626265,4979,1
0.26262626262626265,4980,1
0.26262626262626265,4981,3
0.26262626262626265,4983,3
0.26262626262626265,4984,1
0.26262626262626265,4986,1
0.26262626262626265,4987,5
0.26262626262626265,4989,3
0.26262626262626265,4990,3
0.26262626262626265,4991,2
0.26262626262626265,4992,5
0.26262626262626265,4993,2
0.26262626262626265,4994,5
0.26262626262626265,4995,6
0.26262626262626265,4996,6
0.26262626262626265,4997,5
0.26262626262626265,4998,5
0.26262626262626265,4999,10
0.26262626262626265,5000,4
