Density,Waiting Time,Frequency
0.6262626262626263,1,56
0.6262626262626263,2,10
0.6262626262626263,3,3
0.6262626262626263,4,2
0.6262626262626263,5,1
0.6262626262626263,6,2
0.6262626262626263,8,1
0.6262626262626263,9,1
0.6262626262626263,10,2
0.6262626262626263,14,1
0.6262626262626263,15,2
0.6262626262626263,16,2
0.6262626262626263,18,1
0.6262626262626263,19,1
0.6262626262626263,24,1
0.6262626262626263,25,1
0.6262626262626263,26,1
0.6262626262626263,27,2
0.6262626262626263,4951,8
0.6262626262626263,4963,1
0.6262626262626263,4970,1
0.6262626262626263,4971,4
0.6262626262626263,4972,5
0.6262626262626263,4973,3
0.6262626262626263,4974,7
0.6262626262626263,4975,8
0.6262626262626263,4976,10
0.6262626262626263,4977,10
0.6262626262626263,4978,11
0.6262626262626263,4979,16
0.6262626262626263,4980,13
0.6262626262626263,4981,25
0.6262626262626263,4982,22
0.6262626262626263,4983,36
0.6262626262626263,4984,33
0.6262626262626263,4985,41
0.6262626262626263,4986,44
0.6262626262626263,4987,41
0.6262626262626263,4988,49
0.6262626262626263,4989,54
0.6262626262626263,4990,40
0.6262626262626263,4991,50
0.6262626262626263,4992,44
0.6262626262626263,4993,38
0.6262626262626263,4994,45
0.6262626262626263,4995,54
0.6262626262626263,4996,49
0.6262626262626263,4997,38
0.6262626262626263,4998,36
0.6262626262626263,4999,39
0.6262626262626263,5000,35
