Density,Travel Time,Frequency
0.7373737373737375,0,850
0.7373737373737375,39,1
0.7373737373737375,40,1
0.7373737373737375,41,1
0.7373737373737375,4976,1
0.7373737373737375,4978,4
0.7373737373737375,4980,10
0.7373737373737375,4982,8
0.7373737373737375,4983,4
0.7373737373737375,4984,4
0.7373737373737375,4985,3
0.7373737373737375,4986,4
0.7373737373737375,4987,12
0.7373737373737375,4988,2
0.7373737373737375,4989,8
0.7373737373737375,4990,10
0.7373737373737375,4991,7
0.7373737373737375,4992,14
0.7373737373737375,4993,3
0.7373737373737375,4994,9
0.7373737373737375,4995,2
0.7373737373737375,4996,7
0.7373737373737375,4997,7
0.7373737373737375,4998,8
0.7373737373737375,4999,13
0.7373737373737375,5000,7
