Density,Waiting Time,Frequency
0.9696969696969697,1,114
0.9696969696969697,2,14
0.9696969696969697,3,6
0.9696969696969697,4,5
0.9696969696969697,5,8
0.9696969696969697,6,5
0.9696969696969697,7,7
0.9696969696969697,8,5
0.9696969696969697,9,4
0.9696969696969697,10,4
0.9696969696969697,11,1
0.9696969696969697,12,2
0.9696969696969697,13,3
0.9696969696969697,14,1
0.9696969696969697,15,3
0.9696969696969697,17,2
0.9696969696969697,18,1
0.9696969696969697,19,1
0.9696969696969697,21,1
0.9696969696969697,22,2
0.9696969696969697,23,1
0.9696969696969697,25,2
0.9696969696969697,26,1
0.9696969696969697,27,1
0.9696969696969697,28,1
0.9696969696969697,4958,10
0.9696969696969697,4960,1
0.9696969696969697,4964,1
0.9696969696969697,4965,21
0.9696969696969697,4966,1
0.9696969696969697,4968,2
0.9696969696969697,4969,1
0.9696969696969697,4971,3
0.9696969696969697,4972,4
0.9696969696969697,4973,4
0.9696969696969697,4974,4
0.9696969696969697,4975,5
0.9696969696969697,4976,8
0.9696969696969697,4977,5
0.9696969696969697,4978,9
0.9696969696969697,4979,19
0.9696969696969697,4980,24
0.9696969696969697,4981,19
0.9696969696969697,4982,26
0.9696969696969697,4983,32
0.9696969696969697,4984,33
0.9696969696969697,4985,30
0.9696969696969697,4986,46
0.9696969696969697,4987,53
0.9696969696969697,4988,37
0.9696969696969697,4989,38
0.9696969696969697,4990,43
0.9696969696969697,4991,45
0.9696969696969697,4992,33
0.9696969696969697,4993,37
0.9696969696969697,4994,38
0.9696969696969697,4995,33
0.9696969696969697,4996,31
0.9696969696969697,4997,28
0.9696969696969697,4998,35
0.9696969696969697,4999,24
0.9696969696969697,5000,22
