Density,Waiting Time,Frequency
0.23232323232323235,1,53
0.23232323232323235,3,1
0.23232323232323235,4967,1
0.23232323232323235,4969,1
0.23232323232323235,4971,1
0.23232323232323235,4972,2
0.23232323232323235,4973,2
0.23232323232323235,4974,5
0.23232323232323235,4975,6
0.23232323232323235,4976,8
0.23232323232323235,4977,7
0.23232323232323235,4978,11
0.23232323232323235,4979,18
0.23232323232323235,4980,25
0.23232323232323235,4981,26
0.23232323232323235,4982,32
0.23232323232323235,4983,34
0.23232323232323235,4984,26
0.23232323232323235,4985,41
0.23232323232323235,4986,42
0.23232323232323235,4987,46
0.23232323232323235,4988,43
0.23232323232323235,4989,43
0.23232323232323235,4990,50
0.23232323232323235,4991,48
0.23232323232323235,4992,43
0.23232323232323235,4993,43
0.23232323232323235,4994,55
0.23232323232323235,4995,50
0.23232323232323235,4996,48
0.23232323232323235,4997,54
0.23232323232323235,4998,41
0.23232323232323235,4999,45
0.23232323232323235,5000,49
