Density,Travel Time,Frequency
0.6666666666666667,0,882
0.6666666666666667,2,1
0.6666666666666667,3,1
0.6666666666666667,4979,1
0.6666666666666667,4982,2
0.6666666666666667,4983,3
0.6666666666666667,4984,2
0.6666666666666667,4985,5
0.6666666666666667,4986,5
0.6666666666666667,4987,3
0.6666666666666667,4988,3
0.6666666666666667,4989,6
0.6666666666666667,4990,4
0.6666666666666667,4991,7
0.6666666666666667,4992,7
0.6666666666666667,4993,6
0.6666666666666667,4994,9
0.6666666666666667,4995,8
0.6666666666666667,4996,10
0.6666666666666667,4997,9
0.6666666666666667,4998,6
0.6666666666666667,4999,11
0.6666666666666667,5000,9
