Timestep,Throughput
601,212
602,212
603,212
604,212
605,212
606,212
607,212
608,212
609,212
610,212
611,212
612,212
613,212
614,212
615,212
616,212
617,212
618,212
619,212
620,212
621,212
622,212
623,212
624,212
625,212
626,212
627,212
628,212
629,212
630,212
631,212
632,212
633,212
634,212
635,212
636,212
637,212
638,212
639,212
640,212
641,212
642,212
643,212
644,212
645,212
646,213
647,214
648,216
649,216
650,216
651,216
652,216
653,216
654,216
655,216
656,216
657,216
658,217
659,217
660,217
661,217
662,217
663,217
664,217
665,217
666,218
667,218
668,219
669,219
670,219
671,219
672,219
673,219
674,219
675,219
676,221
677,221
678,222
679,222
680,222
681,222
682,222
683,222
684,222
685,222
686,224
687,224
688,225
689,225
690,225
691,225
692,225
693,225
694,225
695,225
696,227
697,227
698,228
699,228
700,228
701,228
702,228
703,228
704,228
705,228
706,230
707,230
708,231
709,231
710,231
711,232
712,232
713,232
714,232
715,232
716,234
717,234
718,234
719,234
720,236
721,236
722,236
723,236
724,236
725,236
726,238
727,238
728,238
729,238
730,239
731,239
732,239
733,239
734,239
735,239
736,241
737,241
738,241
739,241
740,242
741,242
742,242
743,242
744,242
745,242
746,244
747,244
748,244
749,244
750,245
751,245
752,245
753,245
754,245
755,245
756,246
757,246
758,247
759,247
760,248
761,248
762,248
763,248
764,248
765,248
766,249
767,249
768,249
769,249
770,249
771,249
772,249
773,249
774,249
775,249
776,250
777,250
778,250
779,250
780,250
781,250
782,250
783,250
784,250
785,250
786,250
787,250
788,250
789,250
790,250
791,250
792,250
793,250
794,250
795,250
796,250
797,250
798,250
799,250
800,250
801,250
802,250
803,250
804,250
805,250
806,250
807,250
808,250
809,250
810,251
811,252
812,252
813,252
814,252
815,252
816,252
817,252
818,252
819,252
820,253
821,254
822,254
823,254
824,254
825,254
826,254
827,254
828,254
829,254
830,255
831,256
832,256
833,256
834,256
835,256
836,256
837,256
838,256
839,256
840,257
841,258
842,258
843,259
844,259
845,259
846,259
847,259
848,259
849,259
850,260
851,261
852,261
853,261
854,261
855,261
856,261
857,261
858,261
859,261
860,262
861,263
862,263
863,263
864,263
865,263
866,263
867,263
868,263
869,263
870,264
871,265
872,265
873,265
874,265
875,265
876,265
877,265
878,265
879,265
880,266
881,267
882,267
883,267
884,267
885,267
886,267
887,267
888,267
889,267
890,268
891,269
892,269
893,269
894,269
895,269
896,269
897,269
898,269
899,269
900,270
901,271
902,271
903,271
904,271
905,271
906,271
907,271
908,271
909,271
910,272
911,273
912,273
913,273
914,273
915,273
916,274
917,274
918,274
919,274
920,274
921,274
922,275
923,275
924,275
925,275
926,276
927,276
928,276
929,276
930,276
931,276
932,278
933,278
934,278
935,278
936,279
937,279
938,279
939,279
940,279
941,279
942,282
943,282
944,282
945,282
946,282
947,282
948,282
949,282
950,282
951,282
952,285
953,285
954,285
955,285
956,285
957,285
958,285
959,285
960,285
961,285
962,287
963,287
964,287
965,287
966,287
967,287
968,287
969,287
970,287
971,287
972,289
973,289
974,289
975,289
976,289
977,289
978,289
979,289
980,289
981,289
982,290
983,290
984,290
985,290
986,290
987,290
988,290
989,290
990,290
991,290
992,291
993,291
994,291
995,291
996,291
997,291
998,291
999,291
1000,291
