Density,Throughput
0.0,0
0.1111111111111111,44
0.2222222222222222,49
0.3333333333333333,67
0.4444444444444444,97
0.5555555555555556,87
0.6666666666666666,117
0.7777777777777777,126
0.8888888888888888,109
1.0,142
