Timestep,Throughput
1,0
2,0
3,1
4,1
5,1
6,1
7,2
8,2
9,2
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,5
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,8
34,9
35,9
36,9
37,10
38,11
39,11
40,11
41,11
42,11
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,12
52,13
53,13
54,14
55,14
56,14
57,14
58,14
59,14
60,15
61,16
62,16
63,16
64,17
65,19
66,19
67,19
68,20
69,20
70,20
71,21
72,21
73,22
74,22
75,22
76,22
77,24
78,25
79,25
80,25
81,25
82,25
83,25
84,26
85,26
86,26
87,26
88,27
89,27
90,27
91,27
92,27
93,28
94,29
95,29
96,29
97,29
98,29
99,29
100,29
101,29
102,29
103,29
104,29
105,31
106,32
107,32
108,32
109,32
110,32
111,32
112,32
113,33
114,33
115,33
116,33
117,35
118,36
119,36
120,36
121,36
122,37
123,37
124,38
125,38
126,38
127,38
128,38
129,38
130,38
131,38
132,38
133,39
134,39
135,41
136,41
137,41
138,41
139,41
140,41
141,41
142,41
143,41
144,41
145,42
146,42
147,44
148,45
149,45
150,45
151,45
152,45
153,45
154,45
155,46
156,46
157,48
158,50
159,50
160,50
161,50
162,50
163,51
164,53
165,53
166,53
167,53
168,53
169,53
170,53
171,53
172,54
173,54
174,54
175,54
176,55
177,55
178,55
179,55
180,55
181,55
182,55
183,55
184,55
185,56
186,57
187,58
188,59
189,59
190,59
191,59
192,59
193,59
194,59
195,59
196,59
197,59
198,59
199,61
200,61
201,61
202,61
203,61
204,64
205,64
206,64
207,64
208,64
209,64
210,64
211,64
212,64
213,64
214,64
215,64
216,65
217,65
218,65
219,65
220,65
221,65
222,65
223,65
224,65
225,65
226,65
227,65
228,66
229,71
230,72
231,72
232,72
233,72
234,72
235,72
236,72
237,72
238,72
239,72
240,72
241,72
242,72
243,72
244,73
245,73
246,74
247,74
248,74
249,74
250,74
251,74
252,74
253,74
254,74
255,74
256,74
257,74
258,74
259,74
260,74
261,74
262,74
263,74
264,74
265,74
266,74
267,74
268,74
269,74
270,76
271,79
272,79
273,79
274,79
275,79
276,79
277,79
278,79
279,79
