Timestep,Road_number,Vehicle_density,Vehicles_Exiting
398,1,1.42,3
398,2,1.4,3
398,3,1.34,3
398,4,111.8,0
398,5,1.88,0
398,6,1.88,0
398,7,1.94,0
399,1,1.42,7
399,2,1.4,10
399,3,1.34,2
399,4,113.6,0
399,5,1.88,0
399,6,1.88,0
399,7,1.94,0
400,1,1.42,3
400,2,1.4,4
400,3,1.34,6
400,4,117.4,0
400,5,1.88,0
400,6,1.88,0
400,7,1.94,0
401,1,1.42,1
401,2,1.4,4
401,3,1.34,5
401,4,120.0,0
401,5,1.88,0
401,6,1.88,0
401,7,1.94,0
402,1,1.42,4
402,2,1.42,3
402,3,1.34,7
402,4,122.0,0
402,5,1.88,0
402,6,1.88,0
402,7,1.94,0
403,1,1.42,2
403,2,1.42,3
403,3,1.36,5
403,4,124.8,1
403,5,1.88,0
403,6,1.88,0
403,7,1.94,0
404,1,1.42,6
404,2,1.42,6
404,3,1.36,8
404,4,123.0,0
404,5,1.88,0
404,6,1.9,0
404,7,1.94,0
405,1,1.42,6
405,2,1.42,5
405,3,1.36,6
405,4,127.0,1
405,5,1.88,0
405,6,1.9,0
405,7,1.94,0
406,1,1.42,4
406,2,1.42,4
406,3,1.36,2
406,4,126.6,0
406,5,1.9,0
406,6,1.9,0
406,7,1.94,0
407,1,1.42,5
407,2,1.42,5
407,3,1.36,1
407,4,128.6,1
407,5,1.9,0
407,6,1.9,0
407,7,1.94,0
408,1,1.42,6
408,2,1.42,4
408,3,1.36,5
408,4,127.6,1
408,5,1.9,0
408,6,1.9,0
408,7,1.96,0
409,1,1.42,2
409,2,1.42,7
409,3,1.36,5
409,4,123.0,0
409,5,1.92,0
409,6,1.9,0
409,7,1.96,0
410,1,1.42,4
410,2,1.42,4
410,3,1.36,7
410,4,125.8,0
410,5,1.92,0
410,6,1.9,0
410,7,1.96,0
411,1,1.42,7
411,2,1.42,6
411,3,1.36,7
411,4,128.8,1
411,5,1.92,0
411,6,1.9,0
411,7,1.96,0
412,1,1.42,5
412,2,1.42,4
412,3,1.36,3
412,4,126.8,0
412,5,1.92,0
412,6,1.92,0
412,7,1.96,0
413,1,1.42,2
413,2,1.42,9
413,3,1.36,8
413,4,129.2,0
413,5,1.92,0
413,6,1.92,0
413,7,1.96,0
414,1,1.42,5
414,2,1.42,4
414,3,1.36,3
414,4,133.0,0
414,5,1.92,0
414,6,1.92,0
414,7,1.96,0
415,1,1.42,5
415,2,1.42,3
415,3,1.36,9
415,4,135.4,0
415,5,1.92,0
415,6,1.92,0
415,7,1.96,0
416,1,1.42,2
416,2,1.42,2
416,3,1.36,4
416,4,138.8,1
416,5,1.92,0
416,6,1.92,0
416,7,1.96,0
417,1,1.42,1
417,2,1.42,4
417,3,1.36,3
417,4,135.4,0
417,5,1.92,0
417,6,1.92,0
417,7,1.98,0
418,1,1.42,2
418,2,1.42,7
418,3,1.36,5
418,4,137.0,0
418,5,1.92,0
418,6,1.92,0
418,7,1.98,0
419,1,1.42,5
419,2,1.42,5
419,3,1.36,2
419,4,139.8,0
419,5,1.92,0
419,6,1.92,0
419,7,1.98,0
420,1,1.42,6
420,2,1.44,5
420,3,1.36,6
420,4,142.2,0
420,5,1.92,0
420,6,1.92,0
420,7,1.98,0
421,1,1.44,3
421,2,1.44,5
421,3,1.36,4
421,4,145.6,0
421,5,1.92,0
421,6,1.92,0
421,7,1.98,0
422,1,1.44,6
422,2,1.44,5
422,3,1.36,2
422,4,148.0,0
422,5,1.92,0
422,6,1.92,0
422,7,1.98,0
423,1,1.44,3
423,2,1.44,6
423,3,1.36,0
423,4,150.6,0
423,5,1.92,0
423,6,1.92,0
423,7,1.98,0
424,1,1.44,5
424,2,1.44,4
424,3,1.38,7
424,4,152.4,0
424,5,1.92,0
424,6,1.92,0
424,7,1.98,0
425,1,1.44,4
425,2,1.46,6
425,3,1.38,8
425,4,155.6,1
425,5,1.92,0
425,6,1.92,0
425,7,1.98,0
426,1,1.44,7
426,2,1.46,6
426,3,1.4,6
426,4,156.8,1
426,5,1.92,0
426,6,1.94,0
426,7,1.98,0
427,1,1.44,4
427,2,1.46,5
427,3,1.4,7
427,4,151.0,0
427,5,1.92,0
427,6,1.94,0
427,7,2.0,0
428,1,1.44,6
428,2,1.46,6
428,3,1.4,4
428,4,154.2,0
428,5,1.92,0
428,6,1.94,0
428,7,2.0,0
429,1,1.44,1
429,2,1.46,8
429,3,1.4,5
429,4,157.4,0
429,5,1.92,0
429,6,1.94,0
429,7,2.0,0
430,1,1.44,10
430,2,1.46,3
430,3,1.4,6
430,4,160.2,1
430,5,1.92,0
430,6,1.94,0
430,7,2.0,0
431,1,1.44,1
431,2,1.46,2
431,3,1.4,4
431,4,157.8,0
431,5,1.92,0
431,6,1.96,0
431,7,2.0,0
432,1,1.44,4
432,2,1.46,5
432,3,1.4,6
432,4,159.2,0
432,5,1.92,0
432,6,1.96,0
432,7,2.0,0
433,1,1.44,5
433,2,1.46,9
433,3,1.4,7
433,4,162.2,1
433,5,1.92,0
433,6,1.96,0
433,7,2.0,0
434,1,1.44,4
434,2,1.48,1
434,3,1.42,5
434,4,164.4,0
434,5,1.92,0
434,6,1.98,0
434,7,2.0,0
435,1,1.44,1
435,2,1.48,4
435,3,1.42,4
435,4,166.4,0
435,5,1.92,0
435,6,1.98,0
435,7,2.0,0
436,1,1.44,5
436,2,1.48,6
436,3,1.42,5
436,4,168.2,0
436,5,1.92,0
436,6,1.98,0
436,7,2.0,0
437,1,1.44,5
437,2,1.48,4
437,3,1.44,7
437,4,171.4,1
437,5,1.92,0
437,6,1.98,0
437,7,2.0,0
438,1,1.46,3
438,2,1.5,10
438,3,1.44,11
438,4,170.8,1
438,5,1.94,0
438,6,1.98,0
438,7,2.0,0
439,1,1.46,3
439,2,1.5,4
439,3,1.44,4
439,4,167.4,1
439,5,1.94,0
439,6,2.0,0
439,7,2.0,0
440,1,1.46,5
440,2,1.5,5
440,3,1.44,4
440,4,157.8,0
440,5,1.94,0
440,6,2.0,0
440,7,2.02,0
441,1,1.46,5
441,2,1.5,1
441,3,1.44,5
441,4,160.6,1
441,5,1.94,0
441,6,2.0,0
441,7,2.02,0
442,1,1.46,4
442,2,1.5,5
442,3,1.44,7
442,4,158.8,0
442,5,1.96,0
442,6,2.0,0
442,7,2.02,0
443,1,1.46,7
443,2,1.5,7
443,3,1.44,5
443,4,162.0,1
443,5,1.96,0
443,6,2.0,0
443,7,2.02,0
444,1,1.46,3
444,2,1.5,3
444,3,1.44,1
444,4,160.4,0
444,5,1.96,0
444,6,2.0,0
444,7,2.04,0
445,1,1.46,6
445,2,1.5,2
445,3,1.44,4
445,4,161.8,0
445,5,1.96,0
445,6,2.0,0
445,7,2.04,0
446,1,1.46,6
446,2,1.5,3
446,3,1.44,2
446,4,164.2,0
446,5,1.96,0
446,6,2.0,0
446,7,2.04,0
447,1,1.46,2
447,2,1.52,4
447,3,1.44,5
447,4,166.4,0
447,5,1.96,0
447,6,2.0,0
447,7,2.04,0
448,1,1.46,5
448,2,1.52,7
448,3,1.44,4
448,4,168.6,0
448,5,1.96,0
448,6,2.0,0
448,7,2.04,0
449,1,1.46,7
449,2,1.52,3
449,3,1.44,6
449,4,171.8,0
449,5,1.96,0
449,6,2.0,0
449,7,2.04,0
450,1,1.46,2
450,2,1.54,9
450,3,1.44,4
450,4,175.0,0
450,5,1.96,0
450,6,2.0,0
450,7,2.04,0
451,1,1.48,3
451,2,1.54,5
451,3,1.44,3
451,4,178.0,1
451,5,1.96,0
451,6,2.0,0
451,7,2.04,0
452,1,1.48,9
452,2,1.54,5
452,3,1.44,3
452,4,176.4,0
452,5,1.98,0
452,6,2.0,0
452,7,2.04,0
453,1,1.48,5
453,2,1.54,2
453,3,1.44,8
453,4,179.8,0
453,5,1.98,0
453,6,2.0,0
453,7,2.04,0
454,1,1.48,4
454,2,1.54,6
454,3,1.44,4
454,4,182.8,0
454,5,1.98,0
454,6,2.0,0
454,7,2.04,0
455,1,1.5,5
455,2,1.54,7
455,3,1.44,5
455,4,185.6,1
455,5,1.98,0
455,6,2.0,0
455,7,2.04,0
456,1,1.5,8
456,2,1.54,9
456,3,1.44,2
456,4,181.8,0
456,5,1.98,0
456,6,2.02,0
456,7,2.04,0
457,1,1.5,5
457,2,1.54,5
457,3,1.44,2
457,4,185.6,0
457,5,1.98,0
457,6,2.02,0
457,7,2.04,0
458,1,1.5,4
458,2,1.54,9
458,3,1.44,3
458,4,188.0,1
458,5,1.98,0
458,6,2.02,0
458,7,2.04,0
459,1,1.5,11
459,2,1.56,4
459,3,1.44,3
459,4,180.4,1
459,5,2.0,0
459,6,2.02,0
459,7,2.04,0
460,1,1.5,1
460,2,1.56,2
460,3,1.44,11
460,4,174.8,0
460,5,2.0,0
460,6,2.02,0
460,7,2.06,0
461,1,1.5,6
461,2,1.56,8
461,3,1.44,5
461,4,177.6,0
461,5,2.0,0
461,6,2.02,0
461,7,2.06,0
462,1,1.5,6
462,2,1.56,6
462,3,1.44,6
462,4,181.4,1
462,5,2.0,0
462,6,2.02,0
462,7,2.06,0
463,1,1.5,5
463,2,1.56,9
463,3,1.44,2
463,4,181.0,1
463,5,2.02,0
463,6,2.02,0
463,7,2.06,0
464,1,1.5,0
464,2,1.56,8
464,3,1.44,6
464,4,177.0,0
464,5,2.02,0
464,6,2.04,0
464,7,2.06,0
465,1,1.5,8
465,2,1.56,5
465,3,1.44,2
465,4,179.8,0
465,5,2.02,0
465,6,2.04,0
465,7,2.06,0
466,1,1.5,1
466,2,1.56,5
466,3,1.44,5
466,4,182.8,1
466,5,2.02,0
466,6,2.04,0
466,7,2.06,0
467,1,1.5,3
467,2,1.58,4
467,3,1.44,2
467,4,181.0,0
467,5,2.02,0
467,6,2.04,0
467,7,2.08,0
468,1,1.5,1
468,2,1.58,9
468,3,1.44,6
468,4,182.8,1
468,5,2.02,0
468,6,2.04,0
468,7,2.08,0
469,1,1.5,5
469,2,1.58,8
469,3,1.44,2
469,4,176.2,1
469,5,2.02,0
469,6,2.06,0
469,7,2.08,0
470,1,1.5,6
470,2,1.58,10
470,3,1.44,6
470,4,171.4,0
470,5,2.02,0
470,6,2.06,0
470,7,2.1,0
471,1,1.5,3
471,2,1.58,2
471,3,1.44,9
471,4,175.8,0
471,5,2.02,0
471,6,2.06,0
471,7,2.1,0
472,1,1.5,4
472,2,1.58,6
472,3,1.44,7
472,4,178.6,0
472,5,2.02,0
472,6,2.06,0
472,7,2.1,0
473,1,1.5,5
473,2,1.58,3
473,3,1.44,2
473,4,182.0,0
473,5,2.02,0
473,6,2.06,0
473,7,2.1,0
474,1,1.5,4
474,2,1.58,5
474,3,1.44,6
474,4,184.0,0
474,5,2.02,0
474,6,2.06,0
474,7,2.1,0
475,1,1.5,3
475,2,1.58,10
475,3,1.44,5
475,4,187.0,1
475,5,2.02,0
475,6,2.06,0
475,7,2.1,0
476,1,1.5,7
476,2,1.58,6
476,3,1.44,5
476,4,178.6,0
476,5,2.04,0
476,6,2.06,0
476,7,2.1,0
477,1,1.5,6
477,2,1.6,6
477,3,1.44,4
477,4,182.2,0
477,5,2.04,0
477,6,2.06,0
477,7,2.1,0
478,1,1.5,3
478,2,1.6,6
478,3,1.44,9
478,4,185.4,1
478,5,2.04,0
478,6,2.06,0
478,7,2.1,0
479,1,1.5,3
479,2,1.6,6
479,3,1.44,5
479,4,179.8,0
479,5,2.04,0
479,6,2.08,0
479,7,2.1,0
480,1,1.5,6
480,2,1.6,3
480,3,1.44,5
480,4,182.6,0
480,5,2.04,0
480,6,2.08,0
480,7,2.1,0
481,1,1.5,3
481,2,1.6,7
481,3,1.44,3
481,4,185.4,1
481,5,2.04,0
481,6,2.08,0
481,7,2.1,0
482,1,1.5,7
482,2,1.6,11
482,3,1.44,11
482,4,184.4,0
482,5,2.06,0
482,6,2.08,0
482,7,2.1,0
483,1,1.5,3
483,2,1.6,4
483,3,1.44,4
483,4,190.2,0
483,5,2.06,0
483,6,2.08,0
483,7,2.1,0
484,1,1.5,12
484,2,1.6,5
484,3,1.44,5
484,4,192.4,0
484,5,2.06,0
484,6,2.08,0
484,7,2.1,0
485,1,1.5,5
485,2,1.62,5
485,3,1.44,11
485,4,196.8,1
485,5,2.06,0
485,6,2.08,0
485,7,2.1,0
486,1,1.5,4
486,2,1.62,6
486,3,1.44,7
486,4,189.0,0
486,5,2.08,0
486,6,2.08,0
486,7,2.1,0
487,1,1.5,4
487,2,1.62,7
487,3,1.44,6
487,4,192.4,0
487,5,2.08,0
487,6,2.08,0
487,7,2.1,0
488,1,1.5,8
488,2,1.62,7
488,3,1.44,2
488,4,195.8,0
488,5,2.08,0
488,6,2.08,0
488,7,2.1,0
489,1,1.52,5
489,2,1.62,2
489,3,1.46,4
489,4,199.2,0
489,5,2.08,0
489,6,2.08,0
489,7,2.1,0
490,1,1.52,1
490,2,1.64,4
490,3,1.46,3
490,4,201.4,0
490,5,2.08,0
490,6,2.08,0
490,7,2.1,0
491,1,1.54,7
491,2,1.64,6
491,3,1.46,8
491,4,203.0,1
491,5,2.08,0
491,6,2.08,0
491,7,2.1,0
492,1,1.54,5
492,2,1.64,6
492,3,1.46,4
492,4,203.4,0
492,5,2.1,0
492,6,2.08,0
492,7,2.1,0
493,1,1.54,8
493,2,1.64,7
493,3,1.46,10
493,4,206.4,0
493,5,2.1,0
493,6,2.08,0
493,7,2.1,0
494,1,1.54,5
494,2,1.64,3
494,3,1.46,5
494,4,211.4,0
494,5,2.1,0
494,6,2.08,0
494,7,2.1,0
495,1,1.54,4
495,2,1.64,7
495,3,1.46,4
495,4,214.0,0
495,5,2.1,0
495,6,2.08,0
495,7,2.1,0
496,1,1.54,11
496,2,1.64,4
496,3,1.46,9
496,4,217.0,0
496,5,2.1,0
496,6,2.08,0
496,7,2.1,0
497,1,1.54,12
497,2,1.64,7
497,3,1.46,12
497,4,221.8,1
497,5,2.1,0
497,6,2.08,0
497,7,2.1,0
498,1,1.54,8
498,2,1.64,7
498,3,1.48,7
498,4,215.0,1
498,5,2.12,0
498,6,2.08,0
498,7,2.1,0
499,1,1.54,11
499,2,1.64,4
499,3,1.48,5
499,4,213.6,0
499,5,2.12,0
499,6,2.08,0
499,7,2.12,0
500,1,1.54,5
500,2,1.64,1
500,3,1.48,14
500,4,217.6,0
500,5,2.12,0
500,6,2.08,0
500,7,2.12,0
501,1,1.54,6
501,2,1.64,3
501,3,1.48,17
501,4,221.6,1
501,5,2.12,0
501,6,2.08,0
501,7,2.12,0
502,1,1.54,6
502,2,1.64,6
502,3,1.5,9
502,4,217.8,0
502,5,2.12,0
502,6,2.1,0
502,7,2.12,0
503,1,1.54,2
503,2,1.64,9
503,3,1.5,3
503,4,222.0,0
503,5,2.12,0
503,6,2.1,0
503,7,2.12,0
504,1,1.54,3
504,2,1.64,5
504,3,1.5,4
504,4,224.8,0
504,5,2.12,0
504,6,2.1,0
504,7,2.12,0
505,1,1.54,1
505,2,1.64,4
505,3,1.5,9
505,4,227.2,0
505,5,2.12,0
505,6,2.1,0
505,7,2.12,0
506,1,1.54,9
506,2,1.64,5
506,3,1.5,2
506,4,230.0,0
506,5,2.12,0
506,6,2.1,0
506,7,2.12,0
507,1,1.54,7
507,2,1.66,10
507,3,1.5,5
507,4,233.2,0
507,5,2.12,0
507,6,2.1,0
507,7,2.12,0
508,1,1.54,2
508,2,1.66,5
508,3,1.5,9
508,4,237.6,1
508,5,2.12,0
508,6,2.1,0
508,7,2.12,0
509,1,1.54,4
509,2,1.66,4
509,3,1.5,10
509,4,229.4,1
509,5,2.14,0
509,6,2.1,0
509,7,2.12,0
510,1,1.54,2
510,2,1.66,8
510,3,1.5,6
510,4,223.8,0
510,5,2.14,0
510,6,2.12,0
510,7,2.12,0
511,1,1.54,0
511,2,1.66,3
511,3,1.5,5
511,4,227.0,1
511,5,2.14,0
511,6,2.12,0
511,7,2.12,0
512,1,1.54,6
512,2,1.66,3
512,3,1.5,7
512,4,222.0,0
512,5,2.16,0
512,6,2.12,0
512,7,2.12,0
513,1,1.54,8
513,2,1.66,6
513,3,1.5,9
513,4,225.2,0
513,5,2.16,0
513,6,2.12,0
513,7,2.12,0
514,1,1.54,7
514,2,1.66,11
514,3,1.5,9
514,4,229.8,0
514,5,2.16,0
514,6,2.12,0
514,7,2.12,0
515,1,1.54,5
515,2,1.66,11
515,3,1.52,9
515,4,235.2,0
515,5,2.16,0
515,6,2.12,0
515,7,2.12,0
516,1,1.54,5
516,2,1.66,5
516,3,1.52,11
516,4,240.2,0
516,5,2.16,0
516,6,2.12,0
516,7,2.12,0
517,1,1.54,2
517,2,1.66,2
517,3,1.52,3
517,4,244.4,1
517,5,2.16,0
517,6,2.12,0
517,7,2.12,0
518,1,1.54,3
518,2,1.66,9
518,3,1.52,5
518,4,235.4,0
518,5,2.16,0
518,6,2.14,0
518,7,2.12,0
519,1,1.54,5
519,2,1.66,4
519,3,1.52,0
519,4,238.8,1
519,5,2.16,0
519,6,2.14,0
519,7,2.12,0
520,1,1.54,8
520,2,1.66,16
520,3,1.52,4
520,4,233.8,0
520,5,2.16,0
520,6,2.14,0
520,7,2.14,0
521,1,1.54,12
521,2,1.66,2
521,3,1.52,12
521,4,239.4,0
521,5,2.16,0
521,6,2.14,0
521,7,2.14,0
522,1,1.54,5
522,2,1.66,7
522,3,1.52,0
522,4,244.6,1
522,5,2.16,0
522,6,2.14,0
522,7,2.14,0
523,1,1.54,9
523,2,1.68,0
523,3,1.52,6
523,4,239.4,0
523,5,2.16,0
523,6,2.14,0
523,7,2.16,0
524,1,1.54,5
524,2,1.68,5
524,3,1.52,5
524,4,242.4,0
524,5,2.16,0
524,6,2.14,0
524,7,2.16,0
525,1,1.54,5
525,2,1.68,8
525,3,1.52,6
525,4,245.4,0
525,5,2.16,0
525,6,2.14,0
525,7,2.16,0
526,1,1.54,7
526,2,1.68,15
526,3,1.52,5
526,4,249.2,0
526,5,2.16,0
526,6,2.14,0
526,7,2.16,0
527,1,1.54,4
527,2,1.7,5
527,3,1.52,7
527,4,254.6,1
527,5,2.16,0
527,6,2.14,0
527,7,2.16,0
528,1,1.56,9
528,2,1.7,8
528,3,1.52,4
528,4,248.6,0
528,5,2.18,0
528,6,2.14,0
528,7,2.16,0
529,1,1.56,1
529,2,1.7,4
529,3,1.52,6
529,4,252.8,0
529,5,2.18,0
529,6,2.14,0
529,7,2.16,0
530,1,1.56,6
530,2,1.7,5
530,3,1.52,5
530,4,255.0,0
530,5,2.18,0
530,6,2.14,0
530,7,2.16,0
531,1,1.56,7
531,2,1.7,9
531,3,1.52,2
531,4,258.2,0
531,5,2.18,0
531,6,2.14,0
531,7,2.16,0
532,1,1.56,3
532,2,1.7,5
532,3,1.52,3
532,4,261.8,0
532,5,2.18,0
532,6,2.14,0
532,7,2.16,0
533,1,1.56,17
533,2,1.7,10
533,3,1.52,2
533,4,264.0,0
533,5,2.18,0
533,6,2.14,0
533,7,2.16,0
534,1,1.56,13
534,2,1.7,10
534,3,1.52,3
534,4,269.8,1
534,5,2.18,0
534,6,2.14,0
534,7,2.16,0
535,1,1.58,13
535,2,1.72,5
535,3,1.52,8
535,4,270.8,0
535,5,2.2,0
535,6,2.14,0
535,7,2.16,0
536,1,1.58,8
536,2,1.72,8
536,3,1.52,8
536,4,276.0,0
536,5,2.2,0
536,6,2.14,0
536,7,2.16,0
537,1,1.58,2
537,2,1.72,8
537,3,1.52,6
537,4,280.8,0
537,5,2.2,0
537,6,2.14,0
537,7,2.16,0
538,1,1.58,8
538,2,1.74,5
538,3,1.52,5
538,4,284.0,0
538,5,2.2,0
538,6,2.14,0
538,7,2.16,0
539,1,1.58,4
539,2,1.74,3
539,3,1.52,7
539,4,287.6,0
539,5,2.2,0
539,6,2.14,0
539,7,2.16,0
540,1,1.58,9
540,2,1.74,4
540,3,1.52,6
540,4,290.4,0
540,5,2.2,0
540,6,2.14,0
540,7,2.16,0
541,1,1.58,5
541,2,1.74,3
541,3,1.52,9
541,4,294.2,1
541,5,2.2,0
541,6,2.14,0
541,7,2.16,0
542,1,1.6,10
542,2,1.74,2
542,3,1.52,5
542,4,288.0,0
542,5,2.2,0
542,6,2.14,0
542,7,2.18,0
543,1,1.6,4
543,2,1.74,19
543,3,1.52,10
543,4,291.4,0
543,5,2.2,0
543,6,2.14,0
543,7,2.18,0
544,1,1.6,4
544,2,1.74,11
544,3,1.52,12
544,4,298.0,0
544,5,2.2,0
544,6,2.14,0
544,7,2.18,0
545,1,1.6,4
545,2,1.74,8
545,3,1.52,8
545,4,303.4,1
545,5,2.2,0
545,6,2.14,0
545,7,2.18,0
546,1,1.6,4
546,2,1.74,3
546,3,1.52,4
546,4,295.2,0
546,5,2.2,0
546,6,2.16,0
546,7,2.18,0
547,1,1.6,22
547,2,1.74,9
547,3,1.52,7
547,4,297.4,0
547,5,2.2,0
547,6,2.16,0
547,7,2.18,0
548,1,1.6,7
548,2,1.74,12
548,3,1.52,4
548,4,305.0,1
548,5,2.2,0
548,6,2.16,0
548,7,2.18,0
549,1,1.6,8
549,2,1.76,9
549,3,1.52,8
549,4,301.2,0
549,5,2.2,0
549,6,2.16,0
549,7,2.2,0
550,1,1.6,13
550,2,1.76,9
550,3,1.52,8
550,4,306.2,0
550,5,2.2,0
550,6,2.16,0
550,7,2.2,0
551,1,1.6,7
551,2,1.76,6
551,3,1.52,2
551,4,312.2,0
551,5,2.2,0
551,6,2.16,0
551,7,2.2,0
552,1,1.6,1
552,2,1.76,2
552,3,1.52,3
552,4,315.2,1
552,5,2.2,0
552,6,2.16,0
552,7,2.2,0
553,1,1.6,2
553,2,1.76,5
553,3,1.52,4
553,4,308.0,0
553,5,2.22,0
553,6,2.16,0
553,7,2.2,0
554,1,1.6,7
554,2,1.76,10
554,3,1.52,4
554,4,310.2,1
554,5,2.22,0
554,6,2.16,0
554,7,2.2,0
555,1,1.6,6
555,2,1.76,17
555,3,1.52,9
555,4,308.4,0
555,5,2.22,0
555,6,2.18,0
555,7,2.2,0
556,1,1.6,5
556,2,1.76,10
556,3,1.52,5
556,4,314.8,1
556,5,2.22,0
556,6,2.18,0
556,7,2.2,0
557,1,1.6,2
557,2,1.76,7
557,3,1.52,2
557,4,306.6,1
557,5,2.24,0
557,6,2.18,0
557,7,2.2,0
558,1,1.6,3
558,2,1.76,3
558,3,1.52,10
558,4,303.0,0
558,5,2.24,0
558,6,2.18,0
558,7,2.22,0
559,1,1.6,8
559,2,1.76,9
559,3,1.52,8
559,4,306.2,0
559,5,2.24,0
559,6,2.18,0
559,7,2.22,0
560,1,1.6,5
560,2,1.76,11
560,3,1.52,4
560,4,311.2,0
560,5,2.24,0
560,6,2.18,0
560,7,2.22,0
561,1,1.6,3
561,2,1.76,6
561,3,1.52,6
561,4,315.2,1
561,5,2.24,0
561,6,2.18,0
561,7,2.22,0
562,1,1.6,4
562,2,1.76,6
562,3,1.52,2
562,4,310.2,0
562,5,2.24,0
562,6,2.2,0
562,7,2.22,0
563,1,1.6,2
563,2,1.76,6
563,3,1.52,8
563,4,312.6,0
563,5,2.24,0
563,6,2.2,0
563,7,2.22,0
564,1,1.6,5
564,2,1.76,3
564,3,1.52,5
564,4,315.8,0
564,5,2.24,0
564,6,2.2,0
564,7,2.22,0
565,1,1.6,2
565,2,1.78,7
565,3,1.52,4
565,4,318.4,1
565,5,2.24,0
565,6,2.2,0
565,7,2.22,0
566,1,1.62,5
566,2,1.78,5
566,3,1.52,9
566,4,312.0,0
566,5,2.24,0
566,6,2.2,0
566,7,2.24,0
567,1,1.62,6
567,2,1.78,4
567,3,1.52,1
567,4,315.8,0
567,5,2.24,0
567,6,2.2,0
567,7,2.24,0
568,1,1.62,3
568,2,1.78,3
568,3,1.52,3
568,4,318.0,0
568,5,2.24,0
568,6,2.2,0
568,7,2.24,0
569,1,1.62,4
569,2,1.78,4
569,3,1.52,8
569,4,319.8,0
569,5,2.24,0
569,6,2.2,0
569,7,2.24,0
570,1,1.62,20
570,2,1.78,11
570,3,1.52,7
570,4,323.0,0
570,5,2.24,0
570,6,2.2,0
570,7,2.24,0
571,1,1.62,7
571,2,1.78,4
571,3,1.52,4
571,4,330.6,1
571,5,2.24,0
571,6,2.2,0
571,7,2.24,0
572,1,1.62,6
572,2,1.8,4
572,3,1.54,4
572,4,330.8,1
572,5,2.26,0
572,6,2.2,0
572,7,2.24,0
573,1,1.62,6
573,2,1.8,13
573,3,1.54,13
573,4,320.8,0
573,5,2.26,0
573,6,2.22,0
573,7,2.24,0
574,1,1.62,5
574,2,1.8,1
574,3,1.54,7
574,4,327.2,1
574,5,2.26,0
574,6,2.22,0
574,7,2.24,0
575,1,1.62,8
575,2,1.8,12
575,3,1.54,8
575,4,324.8,0
575,5,2.28,0
575,6,2.22,0
575,7,2.24,0
576,1,1.62,7
576,2,1.8,4
576,3,1.54,8
576,4,330.4,1
576,5,2.28,0
576,6,2.22,0
576,7,2.24,0
577,1,1.62,2
577,2,1.8,2
577,3,1.54,0
577,4,331.2,0
577,5,2.28,0
577,6,2.24,0
577,7,2.24,0
578,1,1.62,3
578,2,1.8,4
578,3,1.54,2
578,4,332.0,0
578,5,2.28,0
578,6,2.24,0
578,7,2.24,0
579,1,1.62,9
579,2,1.8,4
579,3,1.54,12
579,4,333.8,0
579,5,2.28,0
579,6,2.24,0
579,7,2.24,0
580,1,1.62,1
580,2,1.8,25
580,3,1.54,3
580,4,338.8,0
580,5,2.28,0
580,6,2.24,0
580,7,2.24,0
581,1,1.62,2
581,2,1.8,3
581,3,1.54,16
581,4,344.6,0
581,5,2.28,0
581,6,2.24,0
581,7,2.24,0
582,1,1.62,6
582,2,1.82,6
582,3,1.54,11
582,4,348.8,0
582,5,2.28,0
582,6,2.24,0
582,7,2.24,0
583,1,1.62,2
583,2,1.82,3
583,3,1.56,6
583,4,353.4,0
583,5,2.28,0
583,6,2.24,0
583,7,2.24,0
584,1,1.62,5
584,2,1.82,7
584,3,1.56,6
584,4,355.6,1
584,5,2.28,0
584,6,2.24,0
584,7,2.24,0
585,1,1.62,4
585,2,1.82,4
585,3,1.58,11
585,4,351.6,0
585,5,2.28,0
585,6,2.24,0
585,7,2.26,0
586,1,1.62,3
586,2,1.82,1
586,3,1.58,5
586,4,355.4,0
586,5,2.28,0
586,6,2.24,0
586,7,2.26,0
587,1,1.62,7
587,2,1.82,8
587,3,1.58,4
587,4,357.2,1
587,5,2.28,0
587,6,2.24,0
587,7,2.26,0
588,1,1.62,6
588,2,1.82,10
588,3,1.58,5
588,4,349.0,0
588,5,2.28,0
588,6,2.26,0
588,7,2.26,0
589,1,1.62,23
589,2,1.82,6
589,3,1.58,24
589,4,353.2,0
589,5,2.28,0
589,6,2.26,0
589,7,2.26,0
590,1,1.62,10
590,2,1.82,4
590,3,1.58,3
590,4,363.8,1
590,5,2.28,0
590,6,2.26,0
590,7,2.26,0
591,1,1.64,8
591,2,1.82,2
591,3,1.58,7
591,4,357.2,1
591,5,2.3,0
591,6,2.26,0
591,7,2.26,0
592,1,1.64,4
592,2,1.82,10
592,3,1.58,9
592,4,343.2,0
592,5,2.3,0
592,6,2.28,0
592,7,2.26,0
593,1,1.64,9
593,2,1.82,4
593,3,1.58,3
593,4,347.8,0
593,5,2.3,0
593,6,2.28,0
593,7,2.26,0
594,1,1.64,7
594,2,1.82,3
594,3,1.58,3
594,4,351.0,0
594,5,2.3,0
594,6,2.28,0
594,7,2.26,0
595,1,1.64,6
595,2,1.82,0
595,3,1.58,4
595,4,353.6,1
595,5,2.3,0
595,6,2.28,0
595,7,2.26,0
596,1,1.64,11
596,2,1.82,3
596,3,1.6,12
596,4,349.2,0
596,5,2.3,0
596,6,2.3,0
596,7,2.26,0
597,1,1.64,7
597,2,1.82,16
597,3,1.6,11
597,4,354.4,1
