Timestep,Throughput
601,204
602,205
603,205
604,205
605,205
606,205
607,205
608,205
609,205
610,205
611,205
612,206
613,206
614,206
615,206
616,206
617,206
618,206
619,206
620,206
621,206
622,207
623,207
624,207
625,207
626,207
627,207
628,207
629,207
630,207
631,207
632,208
633,208
634,208
635,208
636,208
637,208
638,208
639,208
640,208
641,208
642,208
643,208
644,208
645,208
646,208
647,208
648,208
649,208
650,208
651,208
652,208
653,208
654,208
655,208
656,208
657,208
658,208
659,208
660,208
661,208
662,208
663,208
664,208
665,208
666,208
667,208
668,208
669,208
670,208
671,208
672,208
673,209
674,209
675,209
676,209
677,209
678,209
679,209
680,209
681,209
682,209
683,210
684,210
685,210
686,211
687,211
688,211
689,211
690,211
691,211
692,211
693,211
694,211
695,211
696,212
697,212
698,212
699,212
700,212
701,212
702,212
703,212
704,212
705,212
706,212
707,212
708,212
709,212
710,212
711,212
712,212
713,212
714,212
715,212
716,212
717,212
718,212
719,212
720,212
721,212
722,212
723,212
724,212
725,212
726,213
727,213
728,213
729,213
730,213
731,213
732,213
733,213
734,213
735,213
736,214
737,214
738,214
739,214
740,214
741,214
742,214
743,214
744,214
745,214
746,215
747,215
748,215
749,215
750,215
751,215
752,215
753,215
754,215
755,215
756,216
757,216
758,216
759,216
760,216
761,216
762,216
763,216
764,216
765,216
766,217
767,217
768,217
769,217
770,217
771,217
772,217
773,217
774,217
775,217
776,217
777,217
778,217
779,217
780,217
781,217
782,217
783,217
784,217
785,217
786,217
787,217
788,217
789,217
790,217
791,217
792,217
793,217
794,217
795,217
796,217
797,217
798,217
799,217
800,217
801,217
802,217
803,217
804,217
805,217
806,217
807,217
808,217
809,217
810,217
811,217
812,217
813,217
814,217
815,217
816,217
817,217
818,217
819,217
820,217
821,217
822,217
823,217
824,217
825,217
826,217
827,217
828,217
829,217
830,217
831,217
832,217
833,217
834,217
835,217
836,217
837,217
838,217
839,217
840,217
841,217
842,217
843,218
844,218
845,218
846,218
847,218
848,218
849,218
850,218
851,218
852,218
853,219
854,220
855,220
856,220
857,220
858,220
859,220
860,220
861,220
862,220
863,221
864,222
865,222
866,222
867,222
868,222
869,222
870,222
871,222
872,222
873,223
874,224
875,224
876,224
877,224
878,224
879,224
880,224
881,224
882,224
883,225
884,226
885,226
886,226
887,226
888,226
889,226
890,226
891,226
892,226
893,227
894,229
895,229
896,229
897,229
898,229
899,229
900,229
901,229
902,229
903,230
904,232
905,232
906,232
907,232
908,232
909,232
910,232
911,232
912,232
913,233
914,235
915,236
916,236
917,236
918,236
919,236
920,236
921,236
922,236
923,237
924,240
925,241
926,241
927,241
928,241
929,241
930,241
931,241
932,241
933,242
934,245
935,246
936,246
937,246
938,246
939,246
940,246
941,246
942,246
943,247
944,250
945,251
946,251
947,251
948,251
949,251
950,251
951,251
952,251
953,252
954,254
955,255
956,255
957,255
958,255
959,255
960,255
961,255
962,255
963,256
964,258
965,259
966,259
967,259
968,259
969,259
970,259
971,259
972,259
973,260
974,261
975,262
976,262
977,262
978,262
979,262
980,262
981,262
982,262
983,263
984,264
985,265
986,265
987,265
988,265
989,265
990,265
991,265
992,265
993,266
994,268
995,268
996,268
997,268
998,268
999,268
1000,268
