Density,Travel Time,Frequency
1.0,0,853
1.0,22,1
1.0,23,1
1.0,26,1
1.0,27,9
1.0,29,1
1.0,30,1
1.0,31,1
1.0,33,1
1.0,34,1
1.0,35,1
1.0,38,1
1.0,39,1
1.0,41,1
1.0,42,1
1.0,43,1
1.0,45,1
1.0,47,1
1.0,49,1
1.0,50,1
1.0,60,9
1.0,66,1
1.0,73,4
1.0,75,2
1.0,76,4
1.0,77,2
1.0,78,3
1.0,79,3
1.0,80,1
1.0,81,3
1.0,82,1
1.0,83,1
1.0,84,2
1.0,85,4
1.0,86,2
1.0,87,4
1.0,88,4
1.0,89,3
1.0,90,4
1.0,91,9
1.0,92,6
1.0,93,7
1.0,94,3
1.0,95,9
1.0,96,4
1.0,97,7
1.0,98,4
1.0,99,8
1.0,100,6
