Density,Truck Ratio,Lane Changing Probability,Slowdown Counts
0.17171717171717174,0.7,0.5,106
0.18181818181818182,0.1,0,890
0.18181818181818182,0.1,0.3,1001
0.18181818181818182,0.1,0.5,240
0.18181818181818182,0.3,0,498
0.18181818181818182,0.3,0.3,331
0.18181818181818182,0.3,0.5,241
0.18181818181818182,0.5,0,500
0.18181818181818182,0.5,0.3,406
0.18181818181818182,0.5,0.5,314
0.18181818181818182,0.7,0,306
0.18181818181818182,0.7,0.3,237
0.18181818181818182,0.7,0.5,309
0.19191919191919193,0.1,0,826
0.19191919191919193,0.1,0.3,419
0.19191919191919193,0.1,0.5,786
0.19191919191919193,0.3,0,603
0.19191919191919193,0.3,0.3,480
0.19191919191919193,0.3,0.5,94
0.19191919191919193,0.5,0,590
0.19191919191919193,0.5,0.3,231
0.19191919191919193,0.5,0.5,303
0.19191919191919193,0.7,0,100
0.19191919191919193,0.7,0.3,117
0.19191919191919193,0.7,0.5,109
0.20202020202020204,0.1,0,152
0.20202020202020204,0.1,0.3,993
0.20202020202020204,0.1,0.5,281
0.20202020202020204,0.3,0,566
0.20202020202020204,0.3,0.3,807
0.20202020202020204,0.3,0.5,605
0.20202020202020204,0.5,0,607
0.20202020202020204,0.5,0.3,420
0.20202020202020204,0.5,0.5,656
0.20202020202020204,0.7,0,319
0.20202020202020204,0.7,0.3,116
0.20202020202020204,0.7,0.5,198
0.21212121212121213,0.1,0,254
0.21212121212121213,0.1,0.3,102
0.21212121212121213,0.1,0.5,495
0.21212121212121213,0.3,0,623
0.21212121212121213,0.3,0.3,242
0.21212121212121213,0.3,0.5,504
0.21212121212121213,0.5,0,547
0.21212121212121213,0.5,0.3,161
0.21212121212121213,0.5,0.5,202
0.21212121212121213,0.7,0,249
0.21212121212121213,0.7,0.3,103
0.21212121212121213,0.7,0.5,207
0.22222222222222224,0.1,0,361
0.22222222222222224,0.1,0.3,721
0.22222222222222224,0.1,0.5,237
0.22222222222222224,0.3,0,220
0.22222222222222224,0.3,0.3,774
0.22222222222222224,0.3,0.5,524
0.22222222222222224,0.5,0,529
0.22222222222222224,0.5,0.3,605
0.22222222222222224,0.5,0.5,196
0.22222222222222224,0.7,0,122
0.22222222222222224,0.7,0.3,406
0.22222222222222224,0.7,0.5,119
0.23232323232323235,0.1,0,268
0.23232323232323235,0.1,0.3,884
0.23232323232323235,0.1,0.5,718
0.23232323232323235,0.3,0,698
0.23232323232323235,0.3,0.3,284
0.23232323232323235,0.3,0.5,499
0.23232323232323235,0.5,0,411
0.23232323232323235,0.5,0.3,323
0.23232323232323235,0.5,0.5,614
0.23232323232323235,0.7,0,17
0.23232323232323235,0.7,0.3,10
0.23232323232323235,0.7,0.5,298
0.24242424242424243,0.1,0,266
0.24242424242424243,0.1,0.3,898
0.24242424242424243,0.1,0.5,415
0.24242424242424243,0.3,0,884
0.24242424242424243,0.3,0.3,610
0.24242424242424243,0.3,0.5,332
0.24242424242424243,0.5,0,330
0.24242424242424243,0.5,0.3,599
0.24242424242424243,0.5,0.5,213
0.24242424242424243,0.7,0,222
0.24242424242424243,0.7,0.3,334
0.24242424242424243,0.7,0.5,317
0.25252525252525254,0.1,0,211
0.25252525252525254,0.1,0.3,451
0.25252525252525254,0.1,0.5,403
0.25252525252525254,0.3,0,899
0.25252525252525254,0.3,0.3,802
0.25252525252525254,0.3,0.5,795
0.25252525252525254,0.5,0,716
0.25252525252525254,0.5,0.3,378
0.25252525252525254,0.5,0.5,602
0.25252525252525254,0.7,0,17
0.25252525252525254,0.7,0.3,320
0.25252525252525254,0.7,0.5,103
0.26262626262626265,0.1,0,166
0.26262626262626265,0.1,0.3,797
0.26262626262626265,0.1,0.5,277
0.26262626262626265,0.3,0,724
0.26262626262626265,0.3,0.3,892
0.26262626262626265,0.3,0.5,472
0.26262626262626265,0.5,0,182
0.26262626262626265,0.5,0.3,169
0.26262626262626265,0.5,0.5,256
0.26262626262626265,0.7,0,22
0.26262626262626265,0.7,0.3,216
0.26262626262626265,0.7,0.5,215
0.27272727272727276,0.1,0,233
0.27272727272727276,0.1,0.3,888
0.27272727272727276,0.1,0.5,1178
0.27272727272727276,0.3,0,826
0.27272727272727276,0.3,0.3,802
0.27272727272727276,0.3,0.5,252
0.27272727272727276,0.5,0,513
0.27272727272727276,0.5,0.3,315
0.27272727272727276,0.5,0.5,402
0.27272727272727276,0.7,0,232
0.27272727272727276,0.7,0.3,245
0.27272727272727276,0.7,0.5,223
0.2828282828282829,0.1,0,275
0.2828282828282829,0.1,0.3,221
0.2828282828282829,0.1,0.5,299
0.2828282828282829,0.3,0,251
0.2828282828282829,0.3,0.3,399
0.2828282828282829,0.3,0.5,546
0.2828282828282829,0.5,0,727
0.2828282828282829,0.5,0.3,312
0.2828282828282829,0.5,0.5,606
0.2828282828282829,0.7,0,342
0.2828282828282829,0.7,0.3,521
0.2828282828282829,0.7,0.5,202
0.29292929292929293,0.1,0,416
0.29292929292929293,0.1,0.3,292
0.29292929292929293,0.1,0.5,287
0.29292929292929293,0.3,0,793
0.29292929292929293,0.3,0.3,901
0.29292929292929293,0.3,0.5,255
0.29292929292929293,0.5,0,284
0.29292929292929293,0.5,0.3,394
0.29292929292929293,0.5,0.5,401
0.29292929292929293,0.7,0,311
0.29292929292929293,0.7,0.3,221
0.29292929292929293,0.7,0.5,311
0.30303030303030304,0.1,0,938
0.30303030303030304,0.1,0.3,1022
0.30303030303030304,0.1,0.5,238
0.30303030303030304,0.3,0,724
0.30303030303030304,0.3,0.3,613
0.30303030303030304,0.3,0.5,232
0.30303030303030304,0.5,0,543
0.30303030303030304,0.5,0.3,712
0.30303030303030304,0.5,0.5,391
0.30303030303030304,0.7,0,119
0.30303030303030304,0.7,0.3,416
0.30303030303030304,0.7,0.5,112
0.31313131313131315,0.1,0,1280
0.31313131313131315,0.1,0.3,229
0.31313131313131315,0.1,0.5,194
0.31313131313131315,0.3,0,335
0.31313131313131315,0.3,0.3,624
0.31313131313131315,0.3,0.5,890
0.31313131313131315,0.5,0,706
0.31313131313131315,0.5,0.3,599
0.31313131313131315,0.5,0.5,603
0.31313131313131315,0.7,0,320
0.31313131313131315,0.7,0.3,326
0.31313131313131315,0.7,0.5,407
0.32323232323232326,0.1,0,809
0.32323232323232326,0.1,0.3,304
0.32323232323232326,0.1,0.5,180
0.32323232323232326,0.3,0,275
0.32323232323232326,0.3,0.3,546
0.32323232323232326,0.3,0.5,796
0.32323232323232326,0.5,0,601
0.32323232323232326,0.5,0.3,504
0.32323232323232326,0.5,0.5,106
0.32323232323232326,0.7,0,331
0.32323232323232326,0.7,0.3,423
0.32323232323232326,0.7,0.5,207
0.33333333333333337,0.1,0,905
0.33333333333333337,0.1,0.3,372
0.33333333333333337,0.1,0.5,383
0.33333333333333337,0.3,0,954
0.33333333333333337,0.3,0.3,990
0.33333333333333337,0.3,0.5,709
0.33333333333333337,0.5,0,304
0.33333333333333337,0.5,0.3,619
0.33333333333333337,0.5,0.5,800
0.33333333333333337,0.7,0,235
0.33333333333333337,0.7,0.3,403
0.33333333333333337,0.7,0.5,327
0.3434343434343435,0.1,0,181
0.3434343434343435,0.1,0.3,227
0.3434343434343435,0.1,0.5,396
0.3434343434343435,0.3,0,800
0.3434343434343435,0.3,0.3,813
0.3434343434343435,0.3,0.5,908
0.3434343434343435,0.5,0,618
0.3434343434343435,0.5,0.3,356
0.3434343434343435,0.5,0.5,311
0.3434343434343435,0.7,0,531
0.3434343434343435,0.7,0.3,310
0.3434343434343435,0.7,0.5,106
0.3535353535353536,0.1,0,512
0.3535353535353536,0.1,0.3,208
0.3535353535353536,0.1,0.5,368
0.3535353535353536,0.3,0,903
0.3535353535353536,0.3,0.3,393
0.3535353535353536,0.3,0.5,712
0.3535353535353536,0.5,0,339
0.3535353535353536,0.5,0.3,203
0.3535353535353536,0.5,0.5,132
0.3535353535353536,0.7,0,202
0.3535353535353536,0.7,0.3,312
0.3535353535353536,0.7,0.5,308
0.36363636363636365,0.1,0,271
0.36363636363636365,0.1,0.3,1190
0.36363636363636365,0.1,0.5,296
0.36363636363636365,0.3,0,640
0.36363636363636365,0.3,0.3,288
0.36363636363636365,0.3,0.5,340
0.36363636363636365,0.5,0,320
0.36363636363636365,0.5,0.3,405
0.36363636363636365,0.5,0.5,799
0.36363636363636365,0.7,0,502
0.36363636363636365,0.7,0.3,287
0.36363636363636365,0.7,0.5,140
0.37373737373737376,0.1,0,301
0.37373737373737376,0.1,0.3,257
0.37373737373737376,0.1,0.5,1085
0.37373737373737376,0.3,0,366
0.37373737373737376,0.3,0.3,339
0.37373737373737376,0.3,0.5,354
0.37373737373737376,0.5,0,724
0.37373737373737376,0.5,0.3,166
0.37373737373737376,0.5,0.5,298
0.37373737373737376,0.7,0,537
0.37373737373737376,0.7,0.3,503
0.37373737373737376,0.7,0.5,208
0.38383838383838387,0.1,0,339
0.38383838383838387,0.1,0.3,430
0.38383838383838387,0.1,0.5,1095
0.38383838383838387,0.3,0,892
0.38383838383838387,0.3,0.3,288
0.38383838383838387,0.3,0.5,489
0.38383838383838387,0.5,0,624
0.38383838383838387,0.5,0.3,194
0.38383838383838387,0.5,0.5,914
0.38383838383838387,0.7,0,339
0.38383838383838387,0.7,0.3,309
0.38383838383838387,0.7,0.5,510
0.393939393939394,0.1,0,393
0.393939393939394,0.1,0.3,278
0.393939393939394,0.1,0.5,317
0.393939393939394,0.3,0,226
0.393939393939394,0.3,0.3,999
0.393939393939394,0.3,0.5,807
0.393939393939394,0.5,0,625
0.393939393939394,0.5,0.3,714
0.393939393939394,0.5,0.5,302
0.393939393939394,0.7,0,136
0.393939393939394,0.7,0.3,77
0.393939393939394,0.7,0.5,411
0.4040404040404041,0.1,0,181
0.4040404040404041,0.1,0.3,455
0.4040404040404041,0.1,0.5,279
0.4040404040404041,0.3,0,1019
0.4040404040404041,0.3,0.3,371
0.4040404040404041,0.3,0.5,373
0.4040404040404041,0.5,0,713
0.4040404040404041,0.5,0.3,696
0.4040404040404041,0.5,0.5,703
0.4040404040404041,0.7,0,716
0.4040404040404041,0.7,0.3,508
0.4040404040404041,0.7,0.5,511
0.4141414141414142,0.1,0,348
0.4141414141414142,0.1,0.3,283
0.4141414141414142,0.1,0.5,209
0.4141414141414142,0.3,0,710
0.4141414141414142,0.3,0.3,221
0.4141414141414142,0.3,0.5,788
0.4141414141414142,0.5,0,805
0.4141414141414142,0.5,0.3,708
0.4141414141414142,0.5,0.5,399
0.4141414141414142,0.7,0,515
0.4141414141414142,0.7,0.3,131
0.4141414141414142,0.7,0.5,305
0.42424242424242425,0.1,0,325
0.42424242424242425,0.1,0.3,1279
0.42424242424242425,0.1,0.5,458
0.42424242424242425,0.3,0,438
0.42424242424242425,0.3,0.3,384
0.42424242424242425,0.3,0.5,474
0.42424242424242425,0.5,0,548
0.42424242424242425,0.5,0.3,1202
0.42424242424242425,0.5,0.5,256
0.42424242424242425,0.7,0,634
0.42424242424242425,0.7,0.3,225
0.42424242424242425,0.7,0.5,121
0.43434343434343436,0.1,0,275
0.43434343434343436,0.1,0.3,372
0.43434343434343436,0.1,0.5,379
0.43434343434343436,0.3,0,1203
0.43434343434343436,0.3,0.3,994
0.43434343434343436,0.3,0.5,995
0.43434343434343436,0.5,0,120
0.43434343434343436,0.5,0.3,312
0.43434343434343436,0.5,0.5,584
0.43434343434343436,0.7,0,443
0.43434343434343436,0.7,0.3,315
0.43434343434343436,0.7,0.5,511
0.4444444444444445,0.1,0,214
0.4444444444444445,0.1,0.3,286
0.4444444444444445,0.1,0.5,249
0.4444444444444445,0.3,0,427
0.4444444444444445,0.3,0.3,458
0.4444444444444445,0.3,0.5,231
0.4444444444444445,0.5,0,1101
0.4444444444444445,0.5,0.3,146
0.4444444444444445,0.5,0.5,894
0.4444444444444445,0.7,0,165
0.4444444444444445,0.7,0.3,252
0.4444444444444445,0.7,0.5,397
0.4545454545454546,0.1,0,550
0.4545454545454546,0.1,0.3,505
0.4545454545454546,0.1,0.5,430
0.4545454545454546,0.3,0,268
0.4545454545454546,0.3,0.3,1046
0.4545454545454546,0.3,0.5,407
0.4545454545454546,0.5,0,135
0.4545454545454546,0.5,0.3,220
0.4545454545454546,0.5,0.5,688
0.4545454545454546,0.7,0,209
0.4545454545454546,0.7,0.3,901
0.4545454545454546,0.7,0.5,193
0.4646464646464647,0.1,0,270
0.4646464646464647,0.1,0.3,254
0.4646464646464647,0.1,0.5,384
0.4646464646464647,0.3,0,279
0.4646464646464647,0.3,0.3,430
0.4646464646464647,0.3,0.5,986
0.4646464646464647,0.5,0,830
0.4646464646464647,0.5,0.3,288
0.4646464646464647,0.5,0.5,1092
0.4646464646464647,0.7,0,425
0.4646464646464647,0.7,0.3,244
0.4646464646464647,0.7,0.5,148
0.4747474747474748,0.1,0,310
0.4747474747474748,0.1,0.3,215
0.4747474747474748,0.1,0.5,304
0.4747474747474748,0.3,0,250
0.4747474747474748,0.3,0.3,196
0.4747474747474748,0.3,0.5,408
0.4747474747474748,0.5,0,287
0.4747474747474748,0.5,0.3,292
0.4747474747474748,0.5,0.5,242
0.4747474747474748,0.7,0,128
0.4747474747474748,0.7,0.3,435
0.4747474747474748,0.7,0.5,177
0.48484848484848486,0.1,0,354
0.48484848484848486,0.1,0.3,210
0.48484848484848486,0.1,0.5,406
0.48484848484848486,0.3,0,287
0.48484848484848486,0.3,0.3,338
0.48484848484848486,0.3,0.5,1098
0.48484848484848486,0.5,0,163
0.48484848484848486,0.5,0.3,998
0.48484848484848486,0.5,0.5,328
0.48484848484848486,0.7,0,618
0.48484848484848486,0.7,0.3,628
0.48484848484848486,0.7,0.5,513
0.494949494949495,0.1,0,1566
0.494949494949495,0.1,0.3,189
0.494949494949495,0.1,0.5,396
0.494949494949495,0.3,0,291
0.494949494949495,0.3,0.3,294
0.494949494949495,0.3,0.5,1279
0.494949494949495,0.5,0,298
0.494949494949495,0.5,0.3,707
0.494949494949495,0.5,0.5,807
0.494949494949495,0.7,0,714
0.494949494949495,0.7,0.3,718
0.494949494949495,0.7,0.5,246
0.5050505050505051,0.1,0,319
0.5050505050505051,0.1,0.3,284
0.5050505050505051,0.1,0.5,538
0.5050505050505051,0.3,0,345
0.5050505050505051,0.3,0.3,1294
0.5050505050505051,0.3,0.5,1400
0.5050505050505051,0.5,0,993
0.5050505050505051,0.5,0.3,815
0.5050505050505051,0.5,0.5,265
0.5050505050505051,0.7,0,213
0.5050505050505051,0.7,0.3,513
0.5050505050505051,0.7,0.5,523
0.5151515151515152,0.1,0,351
0.5151515151515152,0.1,0.3,454
0.5151515151515152,0.1,0.5,314
0.5151515151515152,0.3,0,326
0.5151515151515152,0.3,0.3,997
0.5151515151515152,0.3,0.5,1176
0.5151515151515152,0.5,0,325
0.5151515151515152,0.5,0.3,345
0.5151515151515152,0.5,0.5,1020
0.5151515151515152,0.7,0,922
0.5151515151515152,0.7,0.3,183
0.5151515151515152,0.7,0.5,711
0.5252525252525253,0.1,0,335
0.5252525252525253,0.1,0.3,430
0.5252525252525253,0.1,0.5,245
0.5252525252525253,0.3,0,260
0.5252525252525253,0.3,0.3,209
0.5252525252525253,0.3,0.5,342
0.5252525252525253,0.5,0,204
0.5252525252525253,0.5,0.3,301
0.5252525252525253,0.5,0.5,612
0.5252525252525253,0.7,0,253
0.5252525252525253,0.7,0.3,622
0.5252525252525253,0.7,0.5,498
0.5353535353535354,0.1,0,1449
0.5353535353535354,0.1,0.3,285
0.5353535353535354,0.1,0.5,300
0.5353535353535354,0.3,0,303
0.5353535353535354,0.3,0.3,293
0.5353535353535354,0.3,0.5,1372
0.5353535353535354,0.5,0,1296
0.5353535353535354,0.5,0.3,421
0.5353535353535354,0.5,0.5,236
0.5353535353535354,0.7,0,191
0.5353535353535354,0.7,0.3,519
0.5353535353535354,0.7,0.5,415
0.5454545454545455,0.1,0,254
0.5454545454545455,0.1,0.3,265
0.5454545454545455,0.1,0.5,1383
0.5454545454545455,0.3,0,371
0.5454545454545455,0.3,0.3,324
0.5454545454545455,0.3,0.5,217
0.5454545454545455,0.5,0,1010
0.5454545454545455,0.5,0.3,166
0.5454545454545455,0.5,0.5,1185
0.5454545454545455,0.7,0,793
0.5454545454545455,0.7,0.3,778
0.5454545454545455,0.7,0.5,208
0.5555555555555556,0.1,0,250
0.5555555555555556,0.1,0.3,246
0.5555555555555556,0.1,0.5,484
0.5555555555555556,0.3,0,274
0.5555555555555556,0.3,0.3,356
0.5555555555555556,0.3,0.5,168
0.5555555555555556,0.5,0,1032
0.5555555555555556,0.5,0.3,902
0.5555555555555556,0.5,0.5,561
0.5555555555555556,0.7,0,178
0.5555555555555556,0.7,0.3,242
0.5555555555555556,0.7,0.5,709
0.5656565656565657,0.1,0,328
0.5656565656565657,0.1,0.3,311
0.5656565656565657,0.1,0.5,338
0.5656565656565657,0.3,0,229
0.5656565656565657,0.3,0.3,182
0.5656565656565657,0.3,0.5,317
0.5656565656565657,0.5,0,710
0.5656565656565657,0.5,0.3,237
0.5656565656565657,0.5,0.5,334
0.5656565656565657,0.7,0,425
0.5656565656565657,0.7,0.3,219
0.5656565656565657,0.7,0.5,421
0.5757575757575758,0.1,0,1925
0.5757575757575758,0.1,0.3,221
0.5757575757575758,0.1,0.5,165
0.5757575757575758,0.3,0,341
0.5757575757575758,0.3,0.3,249
0.5757575757575758,0.3,0.5,364
0.5757575757575758,0.5,0,919
0.5757575757575758,0.5,0.3,293
0.5757575757575758,0.5,0.5,375
0.5757575757575758,0.7,0,409
0.5757575757575758,0.7,0.3,310
0.5757575757575758,0.7,0.5,692
0.5858585858585859,0.1,0,372
0.5858585858585859,0.1,0.3,294
0.5858585858585859,0.1,0.5,284
0.5858585858585859,0.3,0,314
0.5858585858585859,0.3,0.3,202
0.5858585858585859,0.3,0.5,362
0.5858585858585859,0.5,0,1048
0.5858585858585859,0.5,0.3,260
0.5858585858585859,0.5,0.5,719
0.5858585858585859,0.7,0,510
0.5858585858585859,0.7,0.3,706
0.5858585858585859,0.7,0.5,405
0.595959595959596,0.1,0,178
0.595959595959596,0.1,0.3,325
0.595959595959596,0.1,0.5,250
0.595959595959596,0.3,0,425
0.595959595959596,0.3,0.3,329
0.595959595959596,0.3,0.5,432
0.595959595959596,0.5,0,1131
0.595959595959596,0.5,0.3,216
0.595959595959596,0.5,0.5,894
0.595959595959596,0.7,0,309
0.595959595959596,0.7,0.3,443
0.595959595959596,0.7,0.5,212
0.6060606060606061,0.1,0,371
0.6060606060606061,0.1,0.3,352
0.6060606060606061,0.1,0.5,280
0.6060606060606061,0.3,0,283
0.6060606060606061,0.3,0.3,307
0.6060606060606061,0.3,0.5,258
0.6060606060606061,0.5,0,918
0.6060606060606061,0.5,0.3,908
0.6060606060606061,0.5,0.5,898
0.6060606060606061,0.7,0,309
0.6060606060606061,0.7,0.3,793
0.6060606060606061,0.7,0.5,87
0.6161616161616162,0.1,0,233
0.6161616161616162,0.1,0.3,265
0.6161616161616162,0.1,0.5,364
0.6161616161616162,0.3,0,1193
0.6161616161616162,0.3,0.3,367
0.6161616161616162,0.3,0.5,372
0.6161616161616162,0.5,0,189
0.6161616161616162,0.5,0.3,246
0.6161616161616162,0.5,0.5,313
0.6161616161616162,0.7,0,538
0.6161616161616162,0.7,0.3,196
0.6161616161616162,0.7,0.5,596
0.6262626262626263,0.1,0,491
0.6262626262626263,0.1,0.3,383
0.6262626262626263,0.1,0.5,269
0.6262626262626263,0.3,0,326
0.6262626262626263,0.3,0.3,348
0.6262626262626263,0.3,0.5,304
0.6262626262626263,0.5,0,902
0.6262626262626263,0.5,0.3,810
0.6262626262626263,0.5,0.5,211
0.6262626262626263,0.7,0,529
0.6262626262626263,0.7,0.3,807
0.6262626262626263,0.7,0.5,908
0.6363636363636365,0.1,0,264
0.6363636363636365,0.1,0.3,232
0.6363636363636365,0.1,0.5,239
0.6363636363636365,0.3,0,314
0.6363636363636365,0.3,0.3,377
0.6363636363636365,0.3,0.5,280
0.6363636363636365,0.5,0,285
