Density,Travel Time,Frequency
0.15151515151515152,0,936
0.15151515151515152,73,1
0.15151515151515152,74,1
0.15151515151515152,76,1
0.15151515151515152,79,2
0.15151515151515152,80,1
0.15151515151515152,81,2
0.15151515151515152,82,2
0.15151515151515152,83,1
0.15151515151515152,84,1
0.15151515151515152,85,3
0.15151515151515152,87,4
0.15151515151515152,88,3
0.15151515151515152,89,2
0.15151515151515152,90,3
0.15151515151515152,91,4
0.15151515151515152,92,3
0.15151515151515152,93,4
0.15151515151515152,94,2
0.15151515151515152,95,5
0.15151515151515152,96,2
0.15151515151515152,97,4
0.15151515151515152,98,3
0.15151515151515152,99,8
0.15151515151515152,100,2
