Density,Travel Time,Frequency
0.888888888888889,0,907
0.888888888888889,2,4
0.888888888888889,8,1
0.888888888888889,14,1
0.888888888888889,15,4
0.888888888888889,17,1
0.888888888888889,18,1
0.888888888888889,19,1
0.888888888888889,20,1
0.888888888888889,25,1
0.888888888888889,26,1
0.888888888888889,27,2
0.888888888888889,29,1
0.888888888888889,30,1
0.888888888888889,31,1
0.888888888888889,32,2
0.888888888888889,33,5
0.888888888888889,35,1
0.888888888888889,36,1
0.888888888888889,84,3
0.888888888888889,86,5
0.888888888888889,87,3
0.888888888888889,89,2
0.888888888888889,90,2
0.888888888888889,91,2
0.888888888888889,92,8
0.888888888888889,94,3
0.888888888888889,95,6
0.888888888888889,96,3
0.888888888888889,97,9
0.888888888888889,98,5
0.888888888888889,99,7
0.888888888888889,100,5
