Density,Travel Time,Frequency
0.8484848484848485,0,824
0.8484848484848485,12,2
0.8484848484848485,14,2
0.8484848484848485,15,6
0.8484848484848485,16,1
0.8484848484848485,17,1
0.8484848484848485,18,1
0.8484848484848485,20,2
0.8484848484848485,21,3
0.8484848484848485,22,2
0.8484848484848485,23,3
0.8484848484848485,26,2
0.8484848484848485,30,2
0.8484848484848485,32,2
0.8484848484848485,33,1
0.8484848484848485,34,1
0.8484848484848485,37,1
0.8484848484848485,38,2
0.8484848484848485,39,1
0.8484848484848485,42,1
0.8484848484848485,43,1
0.8484848484848485,74,4
0.8484848484848485,76,1
0.8484848484848485,79,1
0.8484848484848485,80,1
0.8484848484848485,81,9
0.8484848484848485,82,2
0.8484848484848485,83,5
0.8484848484848485,84,3
0.8484848484848485,85,14
0.8484848484848485,87,6
0.8484848484848485,88,4
0.8484848484848485,89,2
0.8484848484848485,90,10
0.8484848484848485,91,6
0.8484848484848485,92,6
0.8484848484848485,93,3
0.8484848484848485,94,14
0.8484848484848485,95,4
0.8484848484848485,96,9
0.8484848484848485,97,11
0.8484848484848485,98,8
0.8484848484848485,99,12
0.8484848484848485,100,4
