Density,Waiting Time,Frequency
0.7676767676767677,1,95
0.7676767676767677,2,4
0.7676767676767677,3,3
0.7676767676767677,4,3
0.7676767676767677,5,2
0.7676767676767677,7,2
0.7676767676767677,9,1
0.7676767676767677,11,1
0.7676767676767677,12,1
0.7676767676767677,13,2
0.7676767676767677,14,3
0.7676767676767677,15,2
0.7676767676767677,17,2
0.7676767676767677,20,3
0.7676767676767677,21,1
0.7676767676767677,22,2
0.7676767676767677,23,2
0.7676767676767677,24,1
0.7676767676767677,25,2
0.7676767676767677,26,3
0.7676767676767677,27,1
0.7676767676767677,32,1
0.7676767676767677,57,10
0.7676767676767677,64,3
0.7676767676767677,65,1
0.7676767676767677,71,2
0.7676767676767677,72,5
0.7676767676767677,73,6
0.7676767676767677,74,6
0.7676767676767677,75,7
0.7676767676767677,76,15
0.7676767676767677,77,13
0.7676767676767677,78,14
0.7676767676767677,79,18
0.7676767676767677,80,24
0.7676767676767677,81,22
0.7676767676767677,82,32
0.7676767676767677,83,25
0.7676767676767677,84,34
0.7676767676767677,85,39
0.7676767676767677,86,44
0.7676767676767677,87,47
0.7676767676767677,88,45
0.7676767676767677,89,41
0.7676767676767677,90,35
0.7676767676767677,91,47
0.7676767676767677,92,47
0.7676767676767677,93,44
0.7676767676767677,94,42
0.7676767676767677,95,37
0.7676767676767677,96,29
0.7676767676767677,97,34
0.7676767676767677,98,38
0.7676767676767677,99,32
0.7676767676767677,100,25
