Density,Travel Time,Frequency
0.29292929292929293,0,912
0.29292929292929293,3,6
0.29292929292929293,24,1
0.29292929292929293,28,1
0.29292929292929293,29,1
0.29292929292929293,31,1
0.29292929292929293,33,1
0.29292929292929293,36,1
0.29292929292929293,39,1
0.29292929292929293,42,1
0.29292929292929293,44,1
0.29292929292929293,46,1
0.29292929292929293,56,8
0.29292929292929293,67,1
0.29292929292929293,79,1
0.29292929292929293,80,1
0.29292929292929293,81,1
0.29292929292929293,82,1
0.29292929292929293,86,2
0.29292929292929293,87,3
0.29292929292929293,89,3
0.29292929292929293,90,2
0.29292929292929293,91,12
0.29292929292929293,92,2
0.29292929292929293,93,3
0.29292929292929293,94,7
0.29292929292929293,95,1
0.29292929292929293,96,4
0.29292929292929293,97,5
0.29292929292929293,98,6
0.29292929292929293,99,5
0.29292929292929293,100,4
