Density,Waiting Time,Frequency
0.030303030303030304,69,3
0.030303030303030304,71,2
0.030303030303030304,72,2
0.030303030303030304,73,4
0.030303030303030304,74,4
0.030303030303030304,75,4
0.030303030303030304,76,5
0.030303030303030304,77,11
0.030303030303030304,78,11
0.030303030303030304,79,17
0.030303030303030304,80,21
0.030303030303030304,81,23
0.030303030303030304,82,24
0.030303030303030304,83,31
0.030303030303030304,84,39
0.030303030303030304,85,37
0.030303030303030304,86,50
0.030303030303030304,87,56
0.030303030303030304,88,54
0.030303030303030304,89,51
0.030303030303030304,90,50
0.030303030303030304,91,48
0.030303030303030304,92,56
0.030303030303030304,93,51
0.030303030303030304,94,53
0.030303030303030304,95,43
0.030303030303030304,96,50
0.030303030303030304,97,48
0.030303030303030304,98,47
0.030303030303030304,99,51
0.030303030303030304,100,54
