Density,Waiting Time,Frequency
0.787878787878788,1,20
0.787878787878788,2,2
0.787878787878788,3,1
0.787878787878788,68,1
0.787878787878788,69,2
0.787878787878788,70,2
0.787878787878788,71,1
0.787878787878788,73,2
0.787878787878788,74,5
0.787878787878788,75,7
0.787878787878788,76,6
0.787878787878788,77,12
0.787878787878788,78,9
0.787878787878788,79,20
0.787878787878788,80,18
0.787878787878788,81,25
0.787878787878788,82,29
0.787878787878788,83,39
0.787878787878788,84,40
0.787878787878788,85,33
0.787878787878788,86,44
0.787878787878788,87,44
0.787878787878788,88,48
0.787878787878788,89,54
0.787878787878788,90,46
0.787878787878788,91,49
0.787878787878788,92,45
0.787878787878788,93,50
0.787878787878788,94,48
0.787878787878788,95,55
0.787878787878788,96,53
0.787878787878788,97,45
0.787878787878788,98,50
0.787878787878788,99,39
0.787878787878788,100,56
