Density,Travel Time,Frequency
0.16161616161616163,0,937
0.16161616161616163,80,1
0.16161616161616163,81,1
0.16161616161616163,82,2
0.16161616161616163,83,1
0.16161616161616163,84,2
0.16161616161616163,85,2
0.16161616161616163,86,3
0.16161616161616163,87,5
0.16161616161616163,88,3
0.16161616161616163,89,2
0.16161616161616163,90,5
0.16161616161616163,91,3
0.16161616161616163,92,3
0.16161616161616163,93,3
0.16161616161616163,94,3
0.16161616161616163,95,3
0.16161616161616163,96,5
0.16161616161616163,97,2
0.16161616161616163,98,8
0.16161616161616163,99,3
0.16161616161616163,100,3
