Density,Waiting Time,Frequency
1.0,1,86
1.0,2,14
1.0,3,11
1.0,4,11
1.0,5,7
1.0,6,8
1.0,7,2
1.0,8,4
1.0,9,3
1.0,10,3
1.0,11,3
1.0,12,1
1.0,13,1
1.0,14,3
1.0,15,1
1.0,16,1
1.0,17,1
1.0,61,10
1.0,67,1
1.0,69,1
1.0,71,6
1.0,72,4
1.0,73,7
1.0,74,5
1.0,75,6
1.0,76,9
1.0,77,14
1.0,78,15
1.0,79,18
1.0,80,25
1.0,81,27
1.0,82,25
1.0,83,33
1.0,84,46
1.0,85,44
1.0,86,44
1.0,87,37
1.0,88,48
1.0,89,43
1.0,90,33
1.0,91,40
1.0,92,40
1.0,93,39
1.0,94,38
1.0,95,34
1.0,96,29
1.0,97,36
1.0,98,35
1.0,99,28
1.0,100,20
