Density,Travel Time,Frequency
0.6161616161616162,0,879
0.6161616161616162,9,2
0.6161616161616162,11,3
0.6161616161616162,15,1
0.6161616161616162,16,1
0.6161616161616162,17,1
0.6161616161616162,18,1
0.6161616161616162,19,1
0.6161616161616162,21,2
0.6161616161616162,22,4
0.6161616161616162,24,2
0.6161616161616162,25,3
0.6161616161616162,26,1
0.6161616161616162,27,2
0.6161616161616162,28,1
0.6161616161616162,31,1
0.6161616161616162,32,1
0.6161616161616162,33,1
0.6161616161616162,34,1
0.6161616161616162,35,1
0.6161616161616162,36,1
0.6161616161616162,52,1
0.6161616161616162,70,10
0.6161616161616162,71,3
0.6161616161616162,74,7
0.6161616161616162,77,1
0.6161616161616162,79,1
0.6161616161616162,80,2
0.6161616161616162,81,11
0.6161616161616162,82,1
0.6161616161616162,83,2
0.6161616161616162,84,3
0.6161616161616162,86,2
0.6161616161616162,87,3
0.6161616161616162,88,1
0.6161616161616162,89,5
0.6161616161616162,90,3
0.6161616161616162,91,3
0.6161616161616162,92,1
0.6161616161616162,93,4
0.6161616161616162,94,4
0.6161616161616162,95,2
0.6161616161616162,96,4
0.6161616161616162,97,4
0.6161616161616162,98,2
0.6161616161616162,99,6
0.6161616161616162,100,4
