Density,Travel Time,Frequency
0.8585858585858587,0,818
0.8585858585858587,7,1
0.8585858585858587,14,1
0.8585858585858587,15,1
0.8585858585858587,16,1
0.8585858585858587,18,1
0.8585858585858587,20,1
0.8585858585858587,75,9
0.8585858585858587,78,11
0.8585858585858587,79,1
0.8585858585858587,81,2
0.8585858585858587,83,2
0.8585858585858587,84,8
0.8585858585858587,85,6
0.8585858585858587,86,4
0.8585858585858587,87,18
0.8585858585858587,88,6
0.8585858585858587,89,6
0.8585858585858587,90,3
0.8585858585858587,91,10
0.8585858585858587,92,6
0.8585858585858587,93,9
0.8585858585858587,94,16
0.8585858585858587,95,8
0.8585858585858587,96,10
0.8585858585858587,97,8
0.8585858585858587,98,12
0.8585858585858587,99,12
0.8585858585858587,100,9
