Density,Travel Time,Frequency
0.37373737373737376,0,928
0.37373737373737376,2,2
0.37373737373737376,4,4
0.37373737373737376,6,1
0.37373737373737376,7,1
0.37373737373737376,8,1
0.37373737373737376,10,1
0.37373737373737376,74,1
0.37373737373737376,76,1
0.37373737373737376,78,1
0.37373737373737376,79,1
0.37373737373737376,80,3
0.37373737373737376,81,2
0.37373737373737376,82,1
0.37373737373737376,84,4
0.37373737373737376,85,1
0.37373737373737376,86,3
0.37373737373737376,87,1
0.37373737373737376,88,2
0.37373737373737376,90,4
0.37373737373737376,91,4
0.37373737373737376,92,5
0.37373737373737376,93,1
0.37373737373737376,94,4
0.37373737373737376,95,4
0.37373737373737376,96,2
0.37373737373737376,97,4
0.37373737373737376,98,4
0.37373737373737376,99,3
0.37373737373737376,100,6
