Density,Waiting Time,Frequency
0.11111111111111112,1,43
0.11111111111111112,2,1
0.11111111111111112,66,1
0.11111111111111112,67,1
0.11111111111111112,68,2
0.11111111111111112,70,2
0.11111111111111112,71,3
0.11111111111111112,72,2
0.11111111111111112,73,1
0.11111111111111112,74,6
0.11111111111111112,75,5
0.11111111111111112,76,7
0.11111111111111112,77,11
0.11111111111111112,78,12
0.11111111111111112,79,17
0.11111111111111112,80,19
0.11111111111111112,81,21
0.11111111111111112,82,24
0.11111111111111112,83,36
0.11111111111111112,84,35
0.11111111111111112,85,37
0.11111111111111112,86,36
0.11111111111111112,87,39
0.11111111111111112,88,54
0.11111111111111112,89,40
0.11111111111111112,90,55
0.11111111111111112,91,53
0.11111111111111112,92,52
0.11111111111111112,93,47
0.11111111111111112,94,48
0.11111111111111112,95,42
0.11111111111111112,96,55
0.11111111111111112,97,42
0.11111111111111112,98,56
0.11111111111111112,99,48
0.11111111111111112,100,47
