Density,Waiting Time,Frequency
0.5151515151515152,1,73
0.5151515151515152,2,3
0.5151515151515152,69,1
0.5151515151515152,71,2
0.5151515151515152,72,2
0.5151515151515152,73,6
0.5151515151515152,74,5
0.5151515151515152,75,5
0.5151515151515152,76,6
0.5151515151515152,77,12
0.5151515151515152,78,15
0.5151515151515152,79,24
0.5151515151515152,80,21
0.5151515151515152,81,29
0.5151515151515152,82,24
0.5151515151515152,83,37
0.5151515151515152,84,31
0.5151515151515152,85,32
0.5151515151515152,86,47
0.5151515151515152,87,45
0.5151515151515152,88,46
0.5151515151515152,89,51
0.5151515151515152,90,43
0.5151515151515152,91,46
0.5151515151515152,92,49
0.5151515151515152,93,39
0.5151515151515152,94,43
0.5151515151515152,95,50
0.5151515151515152,96,40
0.5151515151515152,97,44
0.5151515151515152,98,35
0.5151515151515152,99,52
0.5151515151515152,100,42
