Density,Waiting Time,Frequency
0.6666666666666667,1,69
0.6666666666666667,2,13
0.6666666666666667,3,5
0.6666666666666667,4,3
0.6666666666666667,5,5
0.6666666666666667,6,6
0.6666666666666667,7,1
0.6666666666666667,8,2
0.6666666666666667,10,1
0.6666666666666667,11,2
0.6666666666666667,12,3
0.6666666666666667,15,1
0.6666666666666667,16,1
0.6666666666666667,23,1
0.6666666666666667,25,1
0.6666666666666667,26,1
0.6666666666666667,57,10
0.6666666666666667,58,1
0.6666666666666667,62,1
0.6666666666666667,63,2
0.6666666666666667,64,2
0.6666666666666667,65,2
0.6666666666666667,66,1
0.6666666666666667,67,2
0.6666666666666667,68,1
0.6666666666666667,69,1
0.6666666666666667,70,2
0.6666666666666667,71,3
0.6666666666666667,72,2
0.6666666666666667,73,4
0.6666666666666667,74,5
0.6666666666666667,75,7
0.6666666666666667,76,10
0.6666666666666667,77,21
0.6666666666666667,78,25
0.6666666666666667,79,22
0.6666666666666667,80,36
0.6666666666666667,81,31
0.6666666666666667,82,31
0.6666666666666667,83,43
0.6666666666666667,84,29
0.6666666666666667,85,40
0.6666666666666667,86,50
0.6666666666666667,87,45
0.6666666666666667,88,41
0.6666666666666667,89,36
0.6666666666666667,90,41
0.6666666666666667,91,37
0.6666666666666667,92,36
0.6666666666666667,93,35
0.6666666666666667,94,32
0.6666666666666667,95,40
0.6666666666666667,96,38
0.6666666666666667,97,33
0.6666666666666667,98,31
0.6666666666666667,99,29
0.6666666666666667,100,27
