Density,Waiting Time,Frequency
0.8585858585858587,1,91
0.8585858585858587,2,7
0.8585858585858587,3,5
0.8585858585858587,4,3
0.8585858585858587,5,4
0.8585858585858587,6,4
0.8585858585858587,7,4
0.8585858585858587,8,4
0.8585858585858587,9,2
0.8585858585858587,10,2
0.8585858585858587,11,3
0.8585858585858587,12,2
0.8585858585858587,13,3
0.8585858585858587,14,1
0.8585858585858587,15,1
0.8585858585858587,18,1
0.8585858585858587,19,1
0.8585858585858587,20,1
0.8585858585858587,21,1
0.8585858585858587,68,1
0.8585858585858587,70,1
0.8585858585858587,71,2
0.8585858585858587,72,4
0.8585858585858587,73,2
0.8585858585858587,74,5
0.8585858585858587,75,7
0.8585858585858587,76,6
0.8585858585858587,77,6
0.8585858585858587,78,9
0.8585858585858587,79,16
0.8585858585858587,80,26
0.8585858585858587,81,26
0.8585858585858587,82,23
0.8585858585858587,83,34
0.8585858585858587,84,43
0.8585858585858587,85,41
0.8585858585858587,86,43
0.8585858585858587,87,44
0.8585858585858587,88,44
0.8585858585858587,89,42
0.8585858585858587,90,41
0.8585858585858587,91,40
0.8585858585858587,92,45
0.8585858585858587,93,45
0.8585858585858587,94,37
0.8585858585858587,95,38
0.8585858585858587,96,41
0.8585858585858587,97,37
0.8585858585858587,98,47
0.8585858585858587,99,31
0.8585858585858587,100,33
