Density,Travel Time,Frequency
0.4545454545454546,0,943
0.4545454545454546,21,1
0.4545454545454546,22,1
0.4545454545454546,23,3
0.4545454545454546,25,1
0.4545454545454546,26,7
0.4545454545454546,28,1
0.4545454545454546,29,1
0.4545454545454546,31,2
0.4545454545454546,33,4
0.4545454545454546,35,3
0.4545454545454546,36,1
0.4545454545454546,37,1
0.4545454545454546,84,1
0.4545454545454546,85,1
0.4545454545454546,87,1
0.4545454545454546,88,1
0.4545454545454546,89,1
0.4545454545454546,90,1
0.4545454545454546,91,1
0.4545454545454546,92,1
0.4545454545454546,93,1
0.4545454545454546,94,7
0.4545454545454546,95,2
0.4545454545454546,96,3
0.4545454545454546,97,1
0.4545454545454546,98,3
0.4545454545454546,99,4
0.4545454545454546,100,2
