Density,Travel Time,Frequency
0.6565656565656566,0,931
0.6565656565656566,77,1
0.6565656565656566,78,2
0.6565656565656566,79,1
0.6565656565656566,80,2
0.6565656565656566,81,1
0.6565656565656566,82,1
0.6565656565656566,83,1
0.6565656565656566,84,3
0.6565656565656566,85,4
0.6565656565656566,86,2
0.6565656565656566,87,2
0.6565656565656566,88,4
0.6565656565656566,89,1
0.6565656565656566,90,5
0.6565656565656566,91,3
0.6565656565656566,92,3
0.6565656565656566,93,2
0.6565656565656566,94,5
0.6565656565656566,95,2
0.6565656565656566,96,4
0.6565656565656566,97,8
0.6565656565656566,98,2
0.6565656565656566,99,6
0.6565656565656566,100,4
