Density,Waiting Time,Frequency
0.6363636363636365,1,23
0.6363636363636365,2,3
0.6363636363636365,4,1
0.6363636363636365,5,1
0.6363636363636365,6,1
0.6363636363636365,7,1
0.6363636363636365,8,1
0.6363636363636365,9,1
0.6363636363636365,10,1
0.6363636363636365,60,8
0.6363636363636365,64,1
0.6363636363636365,68,2
0.6363636363636365,69,1
0.6363636363636365,71,1
0.6363636363636365,72,3
0.6363636363636365,73,3
0.6363636363636365,74,4
0.6363636363636365,75,7
0.6363636363636365,76,12
0.6363636363636365,77,8
0.6363636363636365,78,16
0.6363636363636365,79,16
0.6363636363636365,80,18
0.6363636363636365,81,20
0.6363636363636365,82,29
0.6363636363636365,83,26
0.6363636363636365,84,35
0.6363636363636365,85,39
0.6363636363636365,86,36
0.6363636363636365,87,46
0.6363636363636365,88,49
0.6363636363636365,89,53
0.6363636363636365,90,45
0.6363636363636365,91,52
0.6363636363636365,92,49
0.6363636363636365,93,49
0.6363636363636365,94,51
0.6363636363636365,95,47
0.6363636363636365,96,46
0.6363636363636365,97,49
0.6363636363636365,98,48
0.6363636363636365,99,54
0.6363636363636365,100,44
