Density,Truck Ratio,Lane Changing Probability,Passenger Throughput,Vehicle Throughput
0.09090909090909091,0.3,0.5,0,96
0.09090909090909091,0.5,0,0,0
0.09090909090909091,0.5,0.3,1595,94
0.09090909090909091,0.5,0.5,1664,98
0.09090909090909091,0.7,0,0,0
0.09090909090909091,0.7,0.3,0,0
0.09090909090909091,0.7,0.5,0,0
0.10101010101010102,0.1,0,0,0
0.10101010101010102,0.1,0.3,1216,68
0.10101010101010102,0.1,0.5,9,1
0.10101010101010102,0.3,0,0,0
0.10101010101010102,0.3,0.3,1703,100
0.10101010101010102,0.3,0.5,0,0
0.10101010101010102,0.5,0,1479,89
0.10101010101010102,0.5,0.3,13,79
0.10101010101010102,0.5,0.5,0,0
0.10101010101010102,0.7,0,0,66
0.10101010101010102,0.7,0.3,0,0
0.10101010101010102,0.7,0.5,0,0
0.11111111111111112,0.1,0,0,0
0.11111111111111112,0.1,0.3,0,0
0.11111111111111112,0.1,0.5,0,0
0.11111111111111112,0.3,0,1709,279
0.11111111111111112,0.3,0.3,491,29
0.11111111111111112,0.3,0.5,0,0
0.11111111111111112,0.5,0,1593,92
0.11111111111111112,0.5,0.3,0,0
0.11111111111111112,0.5,0.5,0,0
0.11111111111111112,0.7,0,0,84
0.11111111111111112,0.7,0.3,0,0
0.11111111111111112,0.7,0.5,0,0
0.12121212121212122,0.1,0,0,0
0.12121212121212122,0.1,0.3,0,0
0.12121212121212122,0.1,0.5,0,80
0.12121212121212122,0.3,0,0,0
0.12121212121212122,0.3,0.3,0,0
0.12121212121212122,0.3,0.5,0,0
0.12121212121212122,0.5,0,0,75
0.12121212121212122,0.5,0.3,0,0
0.12121212121212122,0.5,0.5,0,77
0.12121212121212122,0.7,0,0,84
0.12121212121212122,0.7,0.3,0,176
0.12121212121212122,0.7,0.5,0,98
0.13131313131313133,0.1,0,0,0
0.13131313131313133,0.1,0.3,1975,111
0.13131313131313133,0.1,0.5,0,0
0.13131313131313133,0.3,0,0,0
0.13131313131313133,0.3,0.3,2682,161
0.13131313131313133,0.3,0.5,18,1
0.13131313131313133,0.5,0,0,339
0.13131313131313133,0.5,0.3,0,97
0.13131313131313133,0.5,0.5,0,79
0.13131313131313133,0.7,0,0,0
0.13131313131313133,0.7,0.3,0,1
0.13131313131313133,0.7,0.5,0,76
0.14141414141414144,0.1,0,0,0
0.14141414141414144,0.1,0.3,0,0
0.14141414141414144,0.1,0.5,0,0
0.14141414141414144,0.3,0,0,0
0.14141414141414144,0.3,0.3,20,1
0.14141414141414144,0.3,0.5,0,100
0.14141414141414144,0.5,0,1637,208
0.14141414141414144,0.5,0.3,1660,197
0.14141414141414144,0.5,0.5,0,0
0.14141414141414144,0.7,0,0,76
0.14141414141414144,0.7,0.3,0,80
0.14141414141414144,0.7,0.5,0,174
0.15151515151515152,0.1,0,0,0
0.15151515151515152,0.1,0.3,1639,97
0.15151515151515152,0.1,0.5,0,0
0.15151515151515152,0.3,0,0,0
0.15151515151515152,0.3,0.3,1387,174
0.15151515151515152,0.3,0.5,0,0
0.15151515151515152,0.5,0,0,77
0.15151515151515152,0.5,0.3,0,0
0.15151515151515152,0.5,0.5,0,0
0.15151515151515152,0.7,0,0,89
0.15151515151515152,0.7,0.3,0,82
0.15151515151515152,0.7,0.5,0,0
0.16161616161616163,0.1,0,1654,95
0.16161616161616163,0.1,0.3,0,0
0.16161616161616163,0.1,0.5,4547,270
0.16161616161616163,0.3,0,1166,64
0.16161616161616163,0.3,0.3,1640,99
0.16161616161616163,0.3,0.5,1,181
0.16161616161616163,0.5,0,0,0
0.16161616161616163,0.5,0.3,0,0
0.16161616161616163,0.5,0.5,0,97
0.16161616161616163,0.7,0,0,86
0.16161616161616163,0.7,0.3,0,0
0.16161616161616163,0.7,0.5,0,94
0.17171717171717174,0.1,0,0,89
0.17171717171717174,0.1,0.3,0,0
0.17171717171717174,0.1,0.5,2279,218
0.17171717171717174,0.3,0,1566,94
0.17171717171717174,0.3,0.3,0,247
0.17171717171717174,0.3,0.5,825,47
0.17171717171717174,0.5,0,1676,188
0.17171717171717174,0.5,0.3,2,1
0.17171717171717174,0.5,0.5,0,98
0.17171717171717174,0.7,0,1593,94
0.17171717171717174,0.7,0.3,0,0
0.17171717171717174,0.7,0.5,0,86
0.18181818181818182,0.1,0,0,0
0.18181818181818182,0.1,0.3,0,0
0.18181818181818182,0.1,0.5,3074,176
0.18181818181818182,0.3,0,1635,98
0.18181818181818182,0.3,0.3,1338,77
0.18181818181818182,0.3,0.5,2822,165
0.18181818181818182,0.5,0,0,0
0.18181818181818182,0.5,0.3,0,168
0.18181818181818182,0.5,0.5,0,0
0.18181818181818182,0.7,0,0,85
0.18181818181818182,0.7,0.3,0,0
0.18181818181818182,0.7,0.5,0,0
0.19191919191919193,0.1,0,0,0
0.19191919191919193,0.1,0.3,2214,125
0.19191919191919193,0.1,0.5,1674,99
0.19191919191919193,0.3,0,0,97
0.19191919191919193,0.3,0.3,0,171
0.19191919191919193,0.3,0.5,3514,203
0.19191919191919193,0.5,0,0,84
0.19191919191919193,0.5,0.3,1451,85
0.19191919191919193,0.5,0.5,0,0
0.19191919191919193,0.7,0,0,0
0.19191919191919193,0.7,0.3,0,0
0.19191919191919193,0.7,0.5,0,183
0.20202020202020204,0.1,0,3577,200
0.20202020202020204,0.1,0.3,0,0
0.20202020202020204,0.1,0.5,0,0
0.20202020202020204,0.3,0,0,0
0.20202020202020204,0.3,0.3,0,82
0.20202020202020204,0.3,0.5,0,94
0.20202020202020204,0.5,0,0,0
0.20202020202020204,0.5,0.3,0,0
0.20202020202020204,0.5,0.5,1619,95
0.20202020202020204,0.7,0,1673,195
0.20202020202020204,0.7,0.3,0,94
0.20202020202020204,0.7,0.5,0,0
0.21212121212121213,0.1,0,1584,97
0.21212121212121213,0.1,0.3,1294,74
0.21212121212121213,0.1,0.5,3126,181
0.21212121212121213,0.3,0,0,0
0.21212121212121213,0.3,0.3,791,45
0.21212121212121213,0.3,0.5,0,0
0.21212121212121213,0.5,0,0,159
0.21212121212121213,0.5,0.3,4326,248
0.21212121212121213,0.5,0.5,776,122
0.21212121212121213,0.7,0,0,162
0.21212121212121213,0.7,0.3,0,81
0.21212121212121213,0.7,0.5,0,0
0.22222222222222224,0.1,0,3067,175
0.22222222222222224,0.1,0.3,0,64
0.22222222222222224,0.1,0.5,3675,214
0.22222222222222224,0.3,0,1537,158
0.22222222222222224,0.3,0.3,1616,94
0.22222222222222224,0.3,0.5,1350,148
0.22222222222222224,0.5,0,0,281
0.22222222222222224,0.5,0.3,0,93
0.22222222222222224,0.5,0.5,0,0
0.22222222222222224,0.7,0,0,91
0.22222222222222224,0.7,0.3,0,170
0.22222222222222224,0.7,0.5,0,151
0.23232323232323235,0.1,0,1465,84
0.23232323232323235,0.1,0.3,3324,296
0.23232323232323235,0.1,0.5,0,179
0.23232323232323235,0.3,0,0,84
0.23232323232323235,0.3,0.3,1620,99
0.23232323232323235,0.3,0.5,0,0
0.23232323232323235,0.5,0,0,78
0.23232323232323235,0.5,0.3,0,76
0.23232323232323235,0.5,0.5,0,0
0.23232323232323235,0.7,0,0,83
0.23232323232323235,0.7,0.3,0,86
0.23232323232323235,0.7,0.5,0,89
0.24242424242424243,0.1,0,1440,85
0.24242424242424243,0.1,0.3,0,0
0.24242424242424243,0.1,0.5,3632,286
0.24242424242424243,0.3,0,3334,193
0.24242424242424243,0.3,0.3,1666,181
0.24242424242424243,0.3,0.5,469,27
0.24242424242424243,0.5,0,0,76
0.24242424242424243,0.5,0.3,1560,94
0.24242424242424243,0.5,0.5,0,0
0.24242424242424243,0.7,0,0,0
0.24242424242424243,0.7,0.3,0,75
0.24242424242424243,0.7,0.5,1647,175
0.25252525252525254,0.1,0,1037,60
0.25252525252525254,0.1,0.3,2819,260
0.25252525252525254,0.1,0.5,2977,242
0.25252525252525254,0.3,0,0,0
0.25252525252525254,0.3,0.3,0,92
0.25252525252525254,0.3,0.5,0,83
0.25252525252525254,0.5,0,0,0
0.25252525252525254,0.5,0.3,0,0
0.25252525252525254,0.5,0.5,0,185
0.25252525252525254,0.7,0,1539,179
0.25252525252525254,0.7,0.3,0,85
0.25252525252525254,0.7,0.5,0,87
0.26262626262626265,0.1,0,4111,236
0.26262626262626265,0.1,0.3,1622,95
0.26262626262626265,0.1,0.5,3528,302
0.26262626262626265,0.3,0,5,1
0.26262626262626265,0.3,0.3,1618,99
0.26262626262626265,0.3,0.5,2311,225
0.26262626262626265,0.5,0,935,132
0.26262626262626265,0.5,0.3,1154,235
0.26262626262626265,0.5,0.5,777,115
0.26262626262626265,0.7,0,0,86
0.26262626262626265,0.7,0.3,0,92
0.26262626262626265,0.7,0.5,0,256
0.27272727272727276,0.1,0,3763,218
0.27272727272727276,0.1,0.3,1496,84
0.27272727272727276,0.1,0.5,13,1
0.27272727272727276,0.3,0,0,0
0.27272727272727276,0.3,0.3,0,192
0.27272727272727276,0.3,0.5,2666,151
0.27272727272727276,0.5,0,17,1
0.27272727272727276,0.5,0.3,0,83
0.27272727272727276,0.5,0.5,0,186
0.27272727272727276,0.7,0,0,0
0.27272727272727276,0.7,0.3,1613,192
0.27272727272727276,0.7,0.5,0,264
0.2828282828282829,0.1,0,2712,157
0.2828282828282829,0.1,0.3,705,112
0.2828282828282829,0.1,0.5,1110,64
0.2828282828282829,0.3,0,4134,235
0.2828282828282829,0.3,0.3,1147,345
0.2828282828282829,0.3,0.5,3951,330
0.2828282828282829,0.5,0,0,172
0.2828282828282829,0.5,0.3,0,93
0.2828282828282829,0.5,0.5,0,85
0.2828282828282829,0.7,0,0,178
0.2828282828282829,0.7,0.3,0,0
0.2828282828282829,0.7,0.5,0,100
0.29292929292929293,0.1,0,1462,184
0.29292929292929293,0.1,0.3,3213,283
0.29292929292929293,0.1,0.5,3903,316
0.29292929292929293,0.3,0,0,91
0.29292929292929293,0.3,0.3,6,87
0.29292929292929293,0.3,0.5,3641,299
0.29292929292929293,0.5,0,0,99
0.29292929292929293,0.5,0.3,3214,282
0.29292929292929293,0.5,0.5,1720,376
0.29292929292929293,0.7,0,0,191
0.29292929292929293,0.7,0.3,0,0
0.29292929292929293,0.7,0.5,0,81
0.30303030303030304,0.1,0,0,0
0.30303030303030304,0.1,0.3,1578,94
0.30303030303030304,0.1,0.5,2109,124
0.30303030303030304,0.3,0,1681,268
0.30303030303030304,0.3,0.3,0,257
0.30303030303030304,0.3,0.5,3659,215
0.30303030303030304,0.5,0,0,97
0.30303030303030304,0.5,0.3,0,158
0.30303030303030304,0.5,0.5,3378,194
0.30303030303030304,0.7,0,0,78
0.30303030303030304,0.7,0.3,0,159
0.30303030303030304,0.7,0.5,0,156
0.31313131313131315,0.1,0,0,0
0.31313131313131315,0.1,0.3,3724,219
0.31313131313131315,0.1,0.5,3732,213
0.31313131313131315,0.3,0,3334,194
0.31313131313131315,0.3,0.3,1715,164
0.31313131313131315,0.3,0.5,1623,99
0.31313131313131315,0.5,0,0,88
0.31313131313131315,0.5,0.3,0,265
0.31313131313131315,0.5,0.5,0,264
0.31313131313131315,0.7,0,0,92
0.31313131313131315,0.7,0.3,0,0
0.31313131313131315,0.7,0.5,0,173
0.32323232323232326,0.1,0,1550,89
0.32323232323232326,0.1,0.3,1090,61
0.32323232323232326,0.1,0.5,2503,215
0.32323232323232326,0.3,0,4524,440
0.32323232323232326,0.3,0.3,2463,400
0.32323232323232326,0.3,0.5,0,81
0.32323232323232326,0.5,0,0,187
0.32323232323232326,0.5,0.3,0,0
0.32323232323232326,0.5,0.5,1539,252
0.32323232323232326,0.7,0,1688,262
0.32323232323232326,0.7,0.3,0,178
0.32323232323232326,0.7,0.5,0,77
0.33333333333333337,0.1,0,3141,265
0.33333333333333337,0.1,0.3,5104,299
0.33333333333333337,0.1,0.5,2650,235
0.33333333333333337,0.3,0,3116,265
0.33333333333333337,0.3,0.3,1459,177
0.33333333333333337,0.3,0.5,15,100
0.33333333333333337,0.5,0,1381,172
0.33333333333333337,0.5,0.3,0,265
0.33333333333333337,0.5,0.5,0,99
0.33333333333333337,0.7,0,1421,167
0.33333333333333337,0.7,0.3,0,0
0.33333333333333337,0.7,0.5,1584,93
0.3434343434343435,0.1,0,2031,119
0.3434343434343435,0.1,0.3,2896,171
0.3434343434343435,0.1,0.5,2818,164
0.3434343434343435,0.3,0,1669,193
0.3434343434343435,0.3,0.3,0,83
0.3434343434343435,0.3,0.5,1637,359
0.3434343434343435,0.5,0,0,171
0.3434343434343435,0.5,0.3,1448,228
0.3434343434343435,0.5,0.5,1575,174
0.3434343434343435,0.7,0,0,0
0.3434343434343435,0.7,0.3,17,1
0.3434343434343435,0.7,0.5,0,87
0.3535353535353536,0.1,0,3092,282
0.3535353535353536,0.1,0.3,9461,546
0.3535353535353536,0.1,0.5,3647,214
0.3535353535353536,0.3,0,2882,163
0.3535353535353536,0.3,0.3,0,94
0.3535353535353536,0.3,0.5,1659,269
0.3535353535353536,0.5,0,345,102
0.3535353535353536,0.5,0.3,2811,161
0.3535353535353536,0.5,0.5,0,157
0.3535353535353536,0.7,0,1039,57
0.3535353535353536,0.7,0.3,1725,185
0.3535353535353536,0.7,0.5,0,166
0.36363636363636365,0.1,0,4370,253
0.36363636363636365,0.1,0.3,1605,100
0.36363636363636365,0.1,0.5,2336,230
0.36363636363636365,0.3,0,1899,173
0.36363636363636365,0.3,0.3,4497,257
0.36363636363636365,0.3,0.5,2081,118
0.36363636363636365,0.5,0,1699,100
0.36363636363636365,0.5,0.3,1058,246
0.36363636363636365,0.5,0.5,0,241
0.36363636363636365,0.7,0,0,0
0.36363636363636365,0.7,0.3,881,146
0.36363636363636365,0.7,0.5,1314,153
0.37373737373737376,0.1,0,1195,68
0.37373737373737376,0.1,0.3,5046,464
0.37373737373737376,0.1,0.5,0,169
0.37373737373737376,0.3,0,402,194
0.37373737373737376,0.3,0.3,2202,226
0.37373737373737376,0.3,0.5,2855,163
0.37373737373737376,0.5,0,4766,275
0.37373737373737376,0.5,0.3,3165,442
0.37373737373737376,0.5,0.5,1760,188
0.37373737373737376,0.7,0,3172,186
0.37373737373737376,0.7,0.3,0,96
0.37373737373737376,0.7,0.5,0,257
0.38383838383838387,0.1,0,6229,369
0.38383838383838387,0.1,0.3,2435,139
0.38383838383838387,0.1,0.5,1613,94
0.38383838383838387,0.3,0,1676,453
0.38383838383838387,0.3,0.3,5061,284
0.38383838383838387,0.3,0.5,687,39
0.38383838383838387,0.5,0,0,0
0.38383838383838387,0.5,0.3,0,94
0.38383838383838387,0.5,0.5,0,94
0.38383838383838387,0.7,0,0,92
0.38383838383838387,0.7,0.3,0,0
0.38383838383838387,0.7,0.5,2,76
0.393939393939394,0.1,0,5918,425
0.393939393939394,0.1,0.3,3163,182
0.393939393939394,0.1,0.5,6086,445
0.393939393939394,0.3,0,903,136
0.393939393939394,0.3,0.3,0,159
0.393939393939394,0.3,0.5,0,185
0.393939393939394,0.5,0,0,81
0.393939393939394,0.5,0.3,16,100
0.393939393939394,0.5,0.5,313,104
0.393939393939394,0.7,0,1561,95
0.393939393939394,0.7,0.3,2258,310
0.393939393939394,0.7,0.5,0,367
0.4040404040404041,0.1,0,5114,300
0.4040404040404041,0.1,0.3,4334,251
0.4040404040404041,0.1,0.5,1133,62
0.4040404040404041,0.3,0,0,0
0.4040404040404041,0.3,0.3,2881,167
0.4040404040404041,0.3,0.5,6552,455
0.4040404040404041,0.5,0,0,185
0.4040404040404041,0.5,0.3,3014,245
0.4040404040404041,0.5,0.5,0,169
0.4040404040404041,0.7,0,0,0
0.4040404040404041,0.7,0.3,0,96
0.4040404040404041,0.7,0.5,0,77
0.4141414141414142,0.1,0,862,51
0.4141414141414142,0.1,0.3,6496,467
0.4141414141414142,0.1,0.5,3330,199
0.4141414141414142,0.3,0,383,112
0.4141414141414142,0.3,0.3,3453,290
0.4141414141414142,0.3,0.5,0,172
0.4141414141414142,0.5,0,1622,174
0.4141414141414142,0.5,0.3,0,84
0.4141414141414142,0.5,0.5,577,125
0.4141414141414142,0.7,0,0,157
0.4141414141414142,0.7,0.3,1043,147
0.4141414141414142,0.7,0.5,0,81
0.42424242424242425,0.1,0,5125,380
0.42424242424242425,0.1,0.3,1549,90
0.42424242424242425,0.1,0.5,2281,129
0.42424242424242425,0.3,0,0,0
0.42424242424242425,0.3,0.3,780,235
0.42424242424242425,0.3,0.5,15,1
0.42424242424242425,0.5,0,3178,358
0.42424242424242425,0.5,0.3,0,162
0.42424242424242425,0.5,0.5,3141,261
0.42424242424242425,0.7,0,0,93
0.42424242424242425,0.7,0.3,0,86
0.42424242424242425,0.7,0.5,1780,472
0.43434343434343436,0.1,0,2319,138
0.43434343434343436,0.1,0.3,7924,449
0.43434343434343436,0.1,0.5,3346,193
0.43434343434343436,0.3,0,0,99
0.43434343434343436,0.3,0.3,1484,358
0.43434343434343436,0.3,0.5,11,175
0.43434343434343436,0.5,0,2786,328
0.43434343434343436,0.5,0.3,1401,78
0.43434343434343436,0.5,0.5,14,93
0.43434343434343436,0.7,0,1603,193
0.43434343434343436,0.7,0.3,0,99
0.43434343434343436,0.7,0.5,0,252
0.4444444444444445,0.1,0,3540,199
0.4444444444444445,0.1,0.3,2473,139
0.4444444444444445,0.1,0.5,5345,308
0.4444444444444445,0.3,0,598,212
0.4444444444444445,0.3,0.3,3452,370
0.4444444444444445,0.3,0.5,2754,254
0.4444444444444445,0.5,0,0,268
0.4444444444444445,0.5,0.3,3825,220
0.4444444444444445,0.5,0.5,0,182
0.4444444444444445,0.7,0,11,182
0.4444444444444445,0.7,0.3,2003,117
0.4444444444444445,0.7,0.5,0,0
0.4545454545454546,0.1,0,1578,323
0.4545454545454546,0.1,0.3,6017,355
0.4545454545454546,0.1,0.5,2127,123
0.4545454545454546,0.3,0,4432,420
0.4545454545454546,0.3,0.3,1532,343
0.4545454545454546,0.3,0.5,4249,337
0.4545454545454546,0.5,0,3526,198
0.4545454545454546,0.5,0.3,3883,318
0.4545454545454546,0.5,0.5,0,180
0.4545454545454546,0.7,0,0,160
0.4545454545454546,0.7,0.3,0,0
0.4545454545454546,0.7,0.5,1131,312
0.4646464646464647,0.1,0,1973,194
0.4646464646464647,0.1,0.3,2667,314
0.4646464646464647,0.1,0.5,4420,352
0.4646464646464647,0.3,0,1137,158
0.4646464646464647,0.3,0.3,1534,90
0.4646464646464647,0.3,0.5,1612,186
0.4646464646464647,0.5,0,0,0
0.4646464646464647,0.5,0.3,1531,90
0.4646464646464647,0.5,0.5,1612,172
0.4646464646464647,0.7,0,3181,357
0.4646464646464647,0.7,0.3,1883,261
0.4646464646464647,0.7,0.5,0,92
0.4747474747474748,0.1,0,5372,304
0.4747474747474748,0.1,0.3,5983,348
0.4747474747474748,0.1,0.5,5560,322
0.4747474747474748,0.3,0,6184,358
0.4747474747474748,0.3,0.3,2209,202
0.4747474747474748,0.3,0.5,2070,118
0.4747474747474748,0.5,0,3853,462
0.4747474747474748,0.5,0.3,1435,161
0.4747474747474748,0.5,0.5,6246,364
0.4747474747474748,0.7,0,0,0
0.4747474747474748,0.7,0.3,0,153
0.4747474747474748,0.7,0.5,1638,189
0.48484848484848486,0.1,0,5177,377
0.48484848484848486,0.1,0.3,7332,501
0.48484848484848486,0.1,0.5,7299,513
0.48484848484848486,0.3,0,4010,409
0.48484848484848486,0.3,0.3,4845,374
0.48484848484848486,0.3,0.5,0,98
0.48484848484848486,0.5,0,2425,209
0.48484848484848486,0.5,0.3,0,0
0.48484848484848486,0.5,0.5,5137,465
0.48484848484848486,0.7,0,0,98
0.48484848484848486,0.7,0.3,0,248
0.48484848484848486,0.7,0.5,0,93
0.494949494949495,0.1,0,3000,178
0.494949494949495,0.1,0.3,6786,492
0.494949494949495,0.1,0.5,6569,376
0.494949494949495,0.3,0,1931,198
0.494949494949495,0.3,0.3,984,232
0.494949494949495,0.3,0.5,0,86
0.494949494949495,0.5,0,2136,292
0.494949494949495,0.5,0.3,0,165
0.494949494949495,0.5,0.5,0,264
0.494949494949495,0.7,0,0,159
0.494949494949495,0.7,0.3,0,0
0.494949494949495,0.7,0.5,2866,265
0.5050505050505051,0.1,0,2903,262
0.5050505050505051,0.1,0.3,7579,537
0.5050505050505051,0.1,0.5,5178,296
0.5050505050505051,0.3,0,6727,389
0.5050505050505051,0.3,0.3,1601,263
0.5050505050505051,0.3,0.5,0,85
0.5050505050505051,0.5,0,0,370
0.5050505050505051,0.5,0.3,0,89
0.5050505050505051,0.5,0.5,1077,149
0.5050505050505051,0.7,0,0,263
0.5050505050505051,0.7,0.3,0,0
0.5050505050505051,0.7,0.5,0,88
0.5151515151515152,0.1,0,6779,392
0.5151515151515152,0.1,0.3,7277,514
0.5151515151515152,0.1,0.5,7203,418
0.5151515151515152,0.3,0,2929,176
0.5151515151515152,0.3,0.3,3168,185
0.5151515151515152,0.3,0.5,0,83
0.5151515151515152,0.5,0,2464,318
0.5151515151515152,0.5,0.3,876,48
0.5151515151515152,0.5,0.5,0,182
0.5151515151515152,0.7,0,0,83
0.5151515151515152,0.7,0.3,4419,341
0.5151515151515152,0.7,0.5,1751,182
0.5252525252525253,0.1,0,4414,254
0.5252525252525253,0.1,0.3,1614,175
0.5252525252525253,0.1,0.5,1194,68
0.5252525252525253,0.3,0,0,0
0.5252525252525253,0.3,0.3,2690,245
0.5252525252525253,0.3,0.5,2866,328
0.5252525252525253,0.5,0,1897,462
0.5252525252525253,0.5,0.3,0,0
0.5252525252525253,0.5,0.5,0,342
0.5252525252525253,0.7,0,0,97
0.5252525252525253,0.7,0.3,0,0
0.5252525252525253,0.7,0.5,20,88
0.5353535353535354,0.1,0,0,99
0.5353535353535354,0.1,0.3,4203,241
0.5353535353535354,0.1,0.5,2737,238
0.5353535353535354,0.3,0,2134,215
0.5353535353535354,0.3,0.3,6002,540
0.5353535353535354,0.3,0.5,0,99
0.5353535353535354,0.5,0,18,81
0.5353535353535354,0.5,0.3,1663,190
0.5353535353535354,0.5,0.5,1620,97
0.5353535353535354,0.7,0,1190,423
0.5353535353535354,0.7,0.3,0,1
0.5353535353535354,0.7,0.5,1680,175
0.5454545454545455,0.1,0,5466,419
0.5454545454545455,0.1,0.3,1669,273
0.5454545454545455,0.1,0.5,1678,270
0.5454545454545455,0.3,0,8487,489
0.5454545454545455,0.3,0.3,6328,533
0.5454545454545455,0.3,0.5,0,91
0.5454545454545455,0.5,0,0,177
0.5454545454545455,0.5,0.3,3587,481
0.5454545454545455,0.5,0.5,1654,100
0.5454545454545455,0.7,0,0,192
0.5454545454545455,0.7,0.3,0,0
0.5454545454545455,0.7,0.5,0,369
0.5555555555555556,0.1,0,3442,200
0.5555555555555556,0.1,0.3,8436,486
0.5555555555555556,0.1,0.5,6591,475
0.5555555555555556,0.3,0,1934,203
0.5555555555555556,0.3,0.3,2386,483
0.5555555555555556,0.3,0.5,2808,252
0.5555555555555556,0.5,0,0,189
0.5555555555555556,0.5,0.3,0,279
0.5555555555555556,0.5,0.5,1372,181
0.5555555555555556,0.7,0,795,44
0.5555555555555556,0.7,0.3,0,269
0.5555555555555556,0.7,0.5,1619,270
0.5656565656565657,0.1,0,5021,289
0.5656565656565657,0.1,0.3,4261,247
0.5656565656565657,0.1,0.5,3433,198
