Density,Travel Time,Frequency
0.31313131313131315,0,904
0.31313131313131315,17,10
0.31313131313131315,31,1
0.31313131313131315,32,1
0.31313131313131315,36,1
0.31313131313131315,37,2
0.31313131313131315,38,1
0.31313131313131315,41,2
0.31313131313131315,42,3
0.31313131313131315,44,4
0.31313131313131315,45,2
0.31313131313131315,46,3
0.31313131313131315,47,1
0.31313131313131315,48,2
0.31313131313131315,49,1
0.31313131313131315,50,1
0.31313131313131315,51,1
0.31313131313131315,73,6
0.31313131313131315,79,1
0.31313131313131315,84,1
0.31313131313131315,85,2
0.31313131313131315,86,2
0.31313131313131315,87,7
0.31313131313131315,88,2
0.31313131313131315,89,2
0.31313131313131315,90,3
0.31313131313131315,91,2
0.31313131313131315,92,4
0.31313131313131315,93,1
0.31313131313131315,94,4
0.31313131313131315,95,3
0.31313131313131315,96,3
0.31313131313131315,97,7
0.31313131313131315,98,3
0.31313131313131315,99,7
