Density,Travel Time,Frequency
0.42424242424242425,0,886
0.42424242424242425,2,1
0.42424242424242425,3,1
0.42424242424242425,19,1
0.42424242424242425,20,5
0.42424242424242425,22,1
0.42424242424242425,23,1
0.42424242424242425,24,4
0.42424242424242425,26,2
0.42424242424242425,27,3
0.42424242424242425,29,1
0.42424242424242425,30,6
0.42424242424242425,32,1
0.42424242424242425,33,2
0.42424242424242425,35,1
0.42424242424242425,36,4
0.42424242424242425,38,4
0.42424242424242425,40,1
0.42424242424242425,42,1
0.42424242424242425,45,1
0.42424242424242425,81,1
0.42424242424242425,82,1
0.42424242424242425,83,1
0.42424242424242425,84,3
0.42424242424242425,86,2
0.42424242424242425,87,3
0.42424242424242425,88,3
0.42424242424242425,89,4
0.42424242424242425,90,4
0.42424242424242425,91,3
0.42424242424242425,92,4
0.42424242424242425,93,8
0.42424242424242425,94,1
0.42424242424242425,95,5
0.42424242424242425,96,3
0.42424242424242425,97,5
0.42424242424242425,98,4
0.42424242424242425,99,11
0.42424242424242425,100,7
