Density,Travel Time,Frequency
0.9292929292929294,0,924
0.9292929292929294,78,1
0.9292929292929294,79,1
0.9292929292929294,80,1
0.9292929292929294,83,1
0.9292929292929294,84,3
0.9292929292929294,85,2
0.9292929292929294,86,8
0.9292929292929294,87,6
0.9292929292929294,88,5
0.9292929292929294,89,6
0.9292929292929294,90,5
0.9292929292929294,91,1
0.9292929292929294,92,6
0.9292929292929294,93,3
0.9292929292929294,94,3
0.9292929292929294,95,4
0.9292929292929294,96,4
0.9292929292929294,97,2
0.9292929292929294,98,4
0.9292929292929294,99,6
0.9292929292929294,100,4
