Density,Travel Time,Frequency
0.7676767676767677,0,787
0.7676767676767677,2,1
0.7676767676767677,3,2
0.7676767676767677,4,1
0.7676767676767677,5,2
0.7676767676767677,6,1
0.7676767676767677,7,1
0.7676767676767677,8,1
0.7676767676767677,11,1
0.7676767676767677,12,1
0.7676767676767677,13,4
0.7676767676767677,15,2
0.7676767676767677,16,1
0.7676767676767677,17,1
0.7676767676767677,18,2
0.7676767676767677,19,4
0.7676767676767677,20,4
0.7676767676767677,21,6
0.7676767676767677,23,3
0.7676767676767677,24,2
0.7676767676767677,25,1
0.7676767676767677,26,2
0.7676767676767677,27,1
0.7676767676767677,28,1
0.7676767676767677,29,1
0.7676767676767677,35,1
0.7676767676767677,79,5
0.7676767676767677,80,4
0.7676767676767677,82,1
0.7676767676767677,83,5
0.7676767676767677,84,5
0.7676767676767677,85,5
0.7676767676767677,86,3
0.7676767676767677,87,7
0.7676767676767677,88,2
0.7676767676767677,89,10
0.7676767676767677,90,20
0.7676767676767677,91,10
0.7676767676767677,92,15
0.7676767676767677,93,6
0.7676767676767677,94,13
0.7676767676767677,95,6
0.7676767676767677,96,10
0.7676767676767677,97,10
0.7676767676767677,98,10
0.7676767676767677,99,12
0.7676767676767677,100,7
