Density,Travel Time,Frequency
0.7575757575757577,0,850
0.7575757575757577,2,1
0.7575757575757577,3,3
0.7575757575757577,4,4
0.7575757575757577,5,1
0.7575757575757577,6,2
0.7575757575757577,8,1
0.7575757575757577,10,1
0.7575757575757577,12,1
0.7575757575757577,13,4
0.7575757575757577,15,1
0.7575757575757577,16,4
0.7575757575757577,17,1
0.7575757575757577,18,1
0.7575757575757577,19,2
0.7575757575757577,20,1
0.7575757575757577,49,1
0.7575757575757577,50,1
0.7575757575757577,51,1
0.7575757575757577,53,1
0.7575757575757577,56,1
0.7575757575757577,57,8
0.7575757575757577,61,4
0.7575757575757577,82,3
0.7575757575757577,83,10
0.7575757575757577,84,4
0.7575757575757577,85,5
0.7575757575757577,86,11
0.7575757575757577,87,4
0.7575757575757577,88,3
0.7575757575757577,89,3
0.7575757575757577,90,5
0.7575757575757577,91,5
0.7575757575757577,92,4
0.7575757575757577,93,4
0.7575757575757577,94,10
0.7575757575757577,95,3
0.7575757575757577,96,8
0.7575757575757577,97,4
0.7575757575757577,98,7
0.7575757575757577,99,6
0.7575757575757577,100,6
