Density,Travel Time,Frequency
1.0,0,761
1.0,3,6
1.0,4,2
1.0,6,2
1.0,7,1
1.0,8,6
1.0,9,1
1.0,11,1
1.0,12,7
1.0,13,1
1.0,14,7
1.0,15,1
1.0,16,2
1.0,18,1
1.0,19,1
1.0,20,1
1.0,21,2
1.0,23,1
1.0,25,1
1.0,26,2
1.0,27,9
1.0,28,1
1.0,31,1
1.0,33,2
1.0,34,3
1.0,35,1
1.0,36,4
1.0,37,3
1.0,38,2
1.0,39,2
1.0,40,2
1.0,41,1
1.0,42,1
1.0,43,1
1.0,70,3
1.0,76,4
1.0,77,6
1.0,79,5
1.0,82,1
1.0,83,5
1.0,84,1
1.0,85,11
1.0,86,7
1.0,87,6
1.0,88,5
1.0,89,7
1.0,90,16
1.0,91,6
1.0,92,7
1.0,93,10
1.0,94,12
1.0,95,7
1.0,96,17
1.0,97,3
1.0,98,5
1.0,99,11
1.0,100,5
