Density,Waiting Time,Frequency
0.6060606060606061,1,56
0.6060606060606061,2,6
0.6060606060606061,3,1
0.6060606060606061,4,1
0.6060606060606061,5,1
0.6060606060606061,14,1
0.6060606060606061,19,2
0.6060606060606061,20,1
0.6060606060606061,21,1
0.6060606060606061,22,2
0.6060606060606061,23,1
0.6060606060606061,24,2
0.6060606060606061,25,2
0.6060606060606061,26,2
0.6060606060606061,28,2
0.6060606060606061,29,3
0.6060606060606061,30,1
0.6060606060606061,48,10
0.6060606060606061,50,1
0.6060606060606061,55,1
0.6060606060606061,57,1
0.6060606060606061,59,1
0.6060606060606061,62,1
0.6060606060606061,63,1
0.6060606060606061,64,1
0.6060606060606061,65,1
0.6060606060606061,67,13
0.6060606060606061,68,2
0.6060606060606061,69,4
0.6060606060606061,70,4
0.6060606060606061,71,1
0.6060606060606061,72,6
0.6060606060606061,73,3
0.6060606060606061,74,4
0.6060606060606061,75,8
0.6060606060606061,76,6
0.6060606060606061,77,7
0.6060606060606061,78,14
0.6060606060606061,79,8
0.6060606060606061,80,25
0.6060606060606061,81,26
0.6060606060606061,82,23
0.6060606060606061,83,36
0.6060606060606061,84,35
0.6060606060606061,85,43
0.6060606060606061,86,39
0.6060606060606061,87,36
0.6060606060606061,88,46
0.6060606060606061,89,44
0.6060606060606061,90,43
0.6060606060606061,91,45
0.6060606060606061,92,46
0.6060606060606061,93,46
0.6060606060606061,94,45
0.6060606060606061,95,44
0.6060606060606061,96,42
0.6060606060606061,97,45
0.6060606060606061,98,37
0.6060606060606061,99,35
0.6060606060606061,100,36
