Density,Travel Time,Frequency
0.8080808080808082,0,896
0.8080808080808082,2,1
0.8080808080808082,3,7
0.8080808080808082,5,8
0.8080808080808082,7,9
0.8080808080808082,8,1
0.8080808080808082,9,2
0.8080808080808082,10,2
0.8080808080808082,11,1
0.8080808080808082,12,4
0.8080808080808082,14,1
0.8080808080808082,15,2
0.8080808080808082,16,1
0.8080808080808082,17,1
0.8080808080808082,36,1
0.8080808080808082,72,6
0.8080808080808082,80,1
0.8080808080808082,84,3
0.8080808080808082,85,1
0.8080808080808082,86,2
0.8080808080808082,87,1
0.8080808080808082,88,2
0.8080808080808082,89,1
0.8080808080808082,90,9
0.8080808080808082,91,4
0.8080808080808082,92,3
0.8080808080808082,93,2
0.8080808080808082,94,2
0.8080808080808082,95,7
0.8080808080808082,96,4
0.8080808080808082,97,4
0.8080808080808082,98,6
0.8080808080808082,99,2
0.8080808080808082,100,3
