Density,Waiting Time,Frequency
0.27272727272727276,1,19
0.27272727272727276,2,1
0.27272727272727276,21,1
0.27272727272727276,22,1
0.27272727272727276,23,1
0.27272727272727276,24,1
0.27272727272727276,27,1
0.27272727272727276,28,1
0.27272727272727276,29,1
0.27272727272727276,31,1
0.27272727272727276,74,2
0.27272727272727276,75,1
0.27272727272727276,76,4
0.27272727272727276,77,8
0.27272727272727276,78,8
0.27272727272727276,79,11
0.27272727272727276,80,18
0.27272727272727276,81,21
0.27272727272727276,82,26
0.27272727272727276,83,35
0.27272727272727276,84,50
0.27272727272727276,85,46
0.27272727272727276,86,44
0.27272727272727276,87,50
0.27272727272727276,88,49
0.27272727272727276,89,54
0.27272727272727276,90,44
0.27272727272727276,91,49
0.27272727272727276,92,48
0.27272727272727276,93,51
0.27272727272727276,94,55
0.27272727272727276,95,49
0.27272727272727276,96,48
0.27272727272727276,97,47
0.27272727272727276,98,52
0.27272727272727276,99,49
0.27272727272727276,100,53
