Density,Waiting Time,Frequency
0.38383838383838387,1,49
0.38383838383838387,2,4
0.38383838383838387,3,2
0.38383838383838387,4,2
0.38383838383838387,5,3
0.38383838383838387,6,2
0.38383838383838387,7,3
0.38383838383838387,8,3
0.38383838383838387,9,3
0.38383838383838387,10,3
0.38383838383838387,11,3
0.38383838383838387,13,2
0.38383838383838387,15,1
0.38383838383838387,16,1
0.38383838383838387,69,2
0.38383838383838387,70,3
0.38383838383838387,72,6
0.38383838383838387,73,3
0.38383838383838387,74,5
0.38383838383838387,75,7
0.38383838383838387,76,7
0.38383838383838387,77,10
0.38383838383838387,78,13
0.38383838383838387,79,11
0.38383838383838387,80,21
0.38383838383838387,81,25
0.38383838383838387,82,29
0.38383838383838387,83,32
0.38383838383838387,84,44
0.38383838383838387,85,36
0.38383838383838387,86,40
0.38383838383838387,87,43
0.38383838383838387,88,51
0.38383838383838387,89,44
0.38383838383838387,90,44
0.38383838383838387,91,46
0.38383838383838387,92,42
0.38383838383838387,93,39
0.38383838383838387,94,48
0.38383838383838387,95,46
0.38383838383838387,96,39
0.38383838383838387,97,46
0.38383838383838387,98,44
0.38383838383838387,99,51
0.38383838383838387,100,42
