Density,Waiting Time,Frequency
0.9494949494949496,1,98
0.9494949494949496,2,11
0.9494949494949496,3,7
0.9494949494949496,4,8
0.9494949494949496,5,4
0.9494949494949496,6,4
0.9494949494949496,7,5
0.9494949494949496,8,1
0.9494949494949496,9,3
0.9494949494949496,10,3
0.9494949494949496,11,2
0.9494949494949496,12,1
0.9494949494949496,13,3
0.9494949494949496,14,3
0.9494949494949496,15,3
0.9494949494949496,16,2
0.9494949494949496,17,5
0.9494949494949496,18,3
0.9494949494949496,19,1
0.9494949494949496,20,1
0.9494949494949496,22,1
0.9494949494949496,23,1
0.9494949494949496,26,1
0.9494949494949496,50,2
0.9494949494949496,51,1
0.9494949494949496,52,1
0.9494949494949496,53,1
0.9494949494949496,54,1
0.9494949494949496,55,1
0.9494949494949496,56,1
0.9494949494949496,59,1
0.9494949494949496,60,1
0.9494949494949496,62,1
0.9494949494949496,64,1
0.9494949494949496,65,1
0.9494949494949496,66,1
0.9494949494949496,67,3
0.9494949494949496,68,1
0.9494949494949496,69,2
0.9494949494949496,70,3
0.9494949494949496,72,3
0.9494949494949496,73,1
0.9494949494949496,74,3
0.9494949494949496,75,8
0.9494949494949496,76,11
0.9494949494949496,77,8
0.9494949494949496,78,18
0.9494949494949496,79,13
0.9494949494949496,80,21
0.9494949494949496,81,21
0.9494949494949496,82,33
0.9494949494949496,83,32
0.9494949494949496,84,36
0.9494949494949496,85,32
0.9494949494949496,86,38
0.9494949494949496,87,38
0.9494949494949496,88,42
0.9494949494949496,89,44
0.9494949494949496,90,40
0.9494949494949496,91,36
0.9494949494949496,92,45
0.9494949494949496,93,39
0.9494949494949496,94,36
0.9494949494949496,95,32
0.9494949494949496,96,29
0.9494949494949496,97,44
0.9494949494949496,98,41
0.9494949494949496,99,36
0.9494949494949496,100,26
