Density,Waiting Time,Frequency
0.010101010101010102,70,1
0.010101010101010102,71,2
0.010101010101010102,72,2
0.010101010101010102,73,4
0.010101010101010102,74,3
0.010101010101010102,75,2
0.010101010101010102,76,6
0.010101010101010102,77,10
0.010101010101010102,78,17
0.010101010101010102,79,19
0.010101010101010102,80,21
0.010101010101010102,81,21
0.010101010101010102,82,24
0.010101010101010102,83,44
0.010101010101010102,84,38
0.010101010101010102,85,43
0.010101010101010102,86,47
0.010101010101010102,87,48
0.010101010101010102,88,49
0.010101010101010102,89,45
0.010101010101010102,90,54
0.010101010101010102,91,43
0.010101010101010102,92,57
0.010101010101010102,93,53
0.010101010101010102,94,52
0.010101010101010102,95,44
0.010101010101010102,96,50
0.010101010101010102,97,58
0.010101010101010102,98,49
0.010101010101010102,99,42
0.010101010101010102,100,52
