Density,Waiting Time,Frequency
1.0,1,60
1.0,2,12
1.0,3,5
1.0,4,4
1.0,5,2
1.0,6,5
1.0,7,4
1.0,8,5
1.0,9,2
1.0,10,4
1.0,11,3
1.0,12,1
1.0,13,1
1.0,15,1
1.0,16,2
1.0,18,1
1.0,19,1
1.0,21,2
1.0,62,6
1.0,63,7
1.0,65,1
1.0,66,2
1.0,68,2
1.0,69,2
1.0,70,2
1.0,71,1
1.0,72,1
1.0,73,3
1.0,74,8
1.0,75,4
1.0,76,8
1.0,77,16
1.0,78,18
1.0,79,25
1.0,80,29
1.0,81,22
1.0,82,30
1.0,83,40
1.0,84,47
1.0,85,38
1.0,86,48
1.0,87,38
1.0,88,50
1.0,89,51
1.0,90,38
1.0,91,36
1.0,92,46
1.0,93,35
1.0,94,39
1.0,95,34
1.0,96,35
1.0,97,35
1.0,98,35
1.0,99,31
1.0,100,22
